,0,1,2,3,4,5,6,7,8,9,10,11
51,ankle,True,4,PG,False,,6744,38.999,23.573684210526313,24.84864864864865,24.977777777777778,25.47714285714286
52,ankle,True,4,C,False,,6238,28.999,26.717857142857145,24.039285714285715,21.885185185185183,23.05185185185186
53,ankle,True,4,SF,False,,4154,15.999,22.293333333333333,24.857142857142858,24.6,22.807692307692307
54,ankle,True,4,G,False,,14169,86.999,21.740697674418612,23.5780487804878,22.597530864197523,21.071250000000013
55,ankle,True,4,F,False,,11781,46.999,26.2,26.928888888888892,25.899999999999988,24.657142857142855
56,ankle,True,4,SG,,,4463,17.999,21.864705882352936,28.453333333333333,23.466666666666672,22.346666666666668
57,ankle,True,4,PF,,,4980,20.999,29.794999999999998,27.134999999999998,28.168421052631576,27.326315789473682
58,ankle,True,4,PG,,,6744,38.999,23.573684210526313,24.84864864864865,24.977777777777778,25.47714285714286
59,ankle,True,4,C,,,6238,28.999,26.717857142857145,24.039285714285715,21.885185185185183,23.05185185185186
60,ankle,True,4,SF,,,4154,15.999,22.293333333333333,24.857142857142858,24.6,22.807692307692307
61,ankle,True,4,G,,,14169,86.999,21.740697674418612,23.5780487804878,22.597530864197523,21.071250000000013
62,ankle,True,4,F,,,11781,46.999,26.2,26.928888888888892,25.899999999999988,24.657142857142855
63,ankle,False,4,SG,True,True,29331,62.999,13.668722466960354,,,
64,ankle,False,4,PF,True,True,28486,66.999,11.789795918367352,,,
65,ankle,False,4,PG,True,True,26347,53.999,15.54776119402984,,,
66,ankle,False,4,C,True,True,25778,97.999,12.748360655737685,,,
67,ankle,False,4,SF,True,True,25839,44.999,11.380952380952392,,,
68,ankle,False,4,G,True,True,68231,177.01,14.268429487179464,,,
69,ankle,False,4,F,True,True,66303,167.44,13.12631578947366,,,
70,ankle,False,4,SG,False,True,29331,62.999,12.790322580645157,13.241071428571432,13.974545454545453,14.809259259259262
71,ankle,False,4,PF,False,True,28486,66.999,11.50606060606061,11.877049180327868,11.401666666666664,12.422413793103448
72,ankle,False,4,PG,False,True,26347,53.999,15.518867924528301,15.274000000000001,15.706122448979592,15.700000000000008
73,ankle,False,4,C,False,True,25778,97.999,12.392783505154645,13.41276595744681,11.674157303370789,13.534883720930237
74,ankle,False,4,SF,False,True,25839,44.999,11.379545454545454,11.997674418604648,11.54634146341463,10.549999999999999
75,ankle,False,4,G,False,True,68231,177.01,14.128402366863918,14.749375000000004,13.365540540540541,14.814965986394565
76,ankle,False,4,F,False,True,66303,167.44,12.164375000000003,13.071917808219185,13.992307692307701,13.397857142857152
77,ankle,False,4,SG,,True,29331,62.999,12.790322580645157,13.241071428571432,13.974545454545453,14.809259259259262
78,ankle,False,4,PF,,True,28486,66.999,11.50606060606061,11.877049180327868,11.401666666666664,12.422413793103448
79,ankle,False,4,PG,,True,26347,53.999,15.518867924528301,15.274000000000001,15.706122448979592,15.700000000000008
80,ankle,False,4,C,,True,25778,97.999,12.392783505154645,13.41276595744681,11.674157303370789,13.534883720930237
81,ankle,False,4,SF,,True,25839,44.999,11.379545454545454,11.997674418604648,11.54634146341463,10.549999999999999
82,ankle,False,4,G,,True,68231,177.01,14.128402366863918,14.749375000000004,13.365540540540541,14.814965986394565
83,ankle,False,4,F,,True,66303,167.44,12.164375000000003,13.071917808219185,13.992307692307701,13.397857142857152
84,ankle,False,4,SG,True,False,29331,57.999,11.776635514018698,,,
85,ankle,False,4,PF,True,False,28486,56.999,10.518018018018019,,,
86,ankle,False,4,PG,True,False,26347,49.999,12.574869109947645,,,
87,ankle,False,4,C,True,False,25778,49.999,11.256185567010313,,,
88,ankle,False,4,SF,True,False,25839,39.999,11.985714285714293,,,
89,ankle,False,4,G,True,False,68231,129.63,12.267008196721287,,,
90,ankle,False,4,F,True,False,66303,125.51,11.957024793388413,,,
91,ankle,False,4,SG,False,False,29331,57.999,11.761403508771926,11.224528301886794,12.707692307692305,11.424999999999995
92,ankle,False,4,PF,False,False,28486,56.999,11.173214285714286,9.841071428571428,9.712727272727273,11.345454545454546
93,ankle,False,4,PG,False,False,26347,49.999,11.122448979591834,13.902083333333337,13.444680851063831,11.86382978723404
94,ankle,False,4,C,False,False,25778,49.999,12.19387755102041,11.90612244897959,10.800000000000002,10.091666666666665
95,ankle,False,4,SF,False,False,25839,39.999,11.55897435897436,12.605128205128198,10.915384615384616,12.910810810810808
96,ankle,False,4,G,False,False,68231,129.63,12.067460317460327,12.529508196721313,12.705833333333342,11.770833333333345
97,ankle,False,4,F,False,False,66303,125.51,12.092622950819672,12.313934426229519,11.214876033057854,12.206722689075637
98,ankle,False,4,SG,,False,29331,57.999,11.761403508771926,11.224528301886794,12.707692307692305,11.424999999999995
99,ankle,False,4,PF,,False,28486,56.999,11.173214285714286,9.841071428571428,9.712727272727273,11.345454545454546
100,ankle,False,4,PG,,False,26347,49.999,11.122448979591834,13.902083333333337,13.444680851063831,11.86382978723404
101,ankle,False,4,C,,False,25778,49.999,12.19387755102041,11.90612244897959,10.800000000000002,10.091666666666665
102,ankle,False,4,SF,,False,25839,39.999,11.55897435897436,12.605128205128198,10.915384615384616,12.910810810810808
103,ankle,False,4,G,,False,68231,129.63,12.067460317460327,12.529508196721313,12.705833333333342,11.770833333333345
104,ankle,False,4,F,,False,66303,125.51,12.092622950819672,12.313934426229519,11.214876033057854,12.206722689075637
105,ankle,False,4,SG,True,,29331,106.32,12.991145833333315,,,
106,ankle,False,4,PF,True,,28486,111.07,11.508557457212714,,,
107,ankle,False,4,PG,True,,26347,95.999,14.155617977528063,,,
108,ankle,False,4,C,True,,25778,140.71,12.40976562499998,,,
109,ankle,False,4,SF,True,,25839,70.999,11.884848484848487,,,
110,ankle,False,4,G,True,,68231,293.89,13.4828934506354,,,
111,ankle,False,4,F,True,,66303,274.32,12.863712200208552,,,
112,ankle,False,4,SG,False,,29331,106.32,12.698095238095242,12.354736842105266,13.326881720430114,13.65054945054946
113,ankle,False,4,PF,False,,28486,111.07,11.688073394495415,11.046078431372552,10.982999999999997,12.3265306122449
114,ankle,False,4,PG,False,,26347,95.999,13.45894736842106,14.248314606741577,14.76279069767442,14.222093023255827
115,ankle,False,4,C,False,,25778,140.71,12.51985294117647,13.007692307692315,11.479200000000004,12.604958677685955
116,ankle,False,4,SF,False,,25839,70.999,11.674285714285716,12.497014925373131,11.635384615384613,11.722580645161289
117,ankle,False,4,G,False,,68231,293.89,13.424000000000003,13.78115384615384,12.981224489795922,13.736213991769537
118,ankle,False,4,F,False,,66303,274.32,12.358754863813221,13.121304347826085,12.86302521008403,13.165811965811972
119,ankle,False,4,SG,,,29331,106.32,12.698095238095242,12.354736842105266,13.326881720430114,13.65054945054946
120,ankle,False,4,PF,,,28486,111.07,11.688073394495415,11.046078431372552,10.982999999999997,12.3265306122449
121,ankle,False,4,PG,,,26347,95.999,13.45894736842106,14.248314606741577,14.76279069767442,14.222093023255827
122,ankle,False,4,C,,,25778,140.71,12.51985294117647,13.007692307692315,11.479200000000004,12.604958677685955
123,ankle,False,4,SF,,,25839,70.999,11.674285714285716,12.497014925373131,11.635384615384613,11.722580645161289
124,ankle,False,4,G,,,68231,293.89,13.424000000000003,13.78115384615384,12.981224489795922,13.736213991769537
125,ankle,False,4,F,,,66303,274.32,12.358754863813221,13.121304347826085,12.86302521008403,13.165811965811972
126,ankle,,4,SG,True,True,33794,75.999,15.524999999999988,,,
127,ankle,,4,PF,True,True,33466,82.999,15.39381107491856,,,
128,ankle,,4,PG,True,True,33091,86.999,19.103963414634137,,,
129,ankle,,4,C,True,True,32016,116.53,14.268287037037013,,,
130,ankle,,4,SF,True,True,29993,54.999,13.307766990291269,,,
131,ankle,,4,G,True,True,82400,254.47,16.581919642857166,,,
132,ankle,,4,F,True,True,78084,203.84,15.435285913528608,,,
133,ankle,,4,SG,False,True,33794,75.999,14.674666666666672,15.942647058823539,15.411940298507465,16.17575757575758
134,ankle,,4,PF,False,True,33466,82.999,15.695121951219521,15.177922077922084,14.787999999999995,15.90547945205479
135,ankle,,4,PG,False,True,33091,86.999,18.71279069767442,18.782926829268295,19.65375,19.303750000000004
136,ankle,,4,C,False,True,32016,116.53,14.371052631578957,15.000900900900904,12.932380952380958,14.73137254901961
137,ankle,,4,SF,False,True,29993,54.999,13.292592592592591,13.775471698113208,13.609999999999998,12.51020408163265
138,ankle,,4,G,False,True,82400,254.47,16.398744769874476,17.126754385964908,16.249767441860456,16.539719626168218
139,ankle,,4,F,False,True,78084,203.84,14.853367875647663,15.52122905027932,15.982758620689655,15.44502923976608
140,ankle,,4,SG,,True,33794,75.999,14.674666666666672,15.942647058823539,15.411940298507465,16.17575757575758
141,ankle,,4,PF,,True,33466,82.999,15.695121951219521,15.177922077922084,14.787999999999995,15.90547945205479
142,ankle,,4,PG,,True,33091,86.999,18.71279069767442,18.782926829268295,19.65375,19.303750000000004
143,ankle,,4,C,,True,32016,116.53,14.371052631578957,15.000900900900904,12.932380952380958,14.73137254901961
144,ankle,,4,SF,,True,29993,54.999,13.292592592592591,13.775471698113208,13.609999999999998,12.51020408163265
145,ankle,,4,G,,True,82400,254.47,16.398744769874476,17.126754385964908,16.249767441860456,16.539719626168218
146,ankle,,4,F,,True,78084,203.84,14.853367875647663,15.52122905027932,15.982758620689655,15.44502923976608
147,ankle,,4,SG,True,False,33794,63.999,12.77605042016807,,,
148,ankle,,4,PF,True,False,33466,64.999,11.970078740157472,,,
149,ankle,,4,PG,True,False,33091,57.999,14.114798206278028,,,
150,ankle,,4,C,True,False,32016,61.999,14.13305785123966,,,
151,ankle,,4,SF,True,False,29993,47.999,14.373655913978501,,,
152,ankle,,4,G,True,False,82400,152.93,13.865734265734226,,,
153,ankle,,4,F,True,False,78084,147.71,13.665780141843955,,,
154,ankle,,4,SG,False,False,33794,63.999,12.231746031746026,12.591525423728818,14.02931034482758,12.301724137931032
155,ankle,,4,PF,False,False,33466,64.999,12.4390625,11.345312500000004,11.603174603174606,12.495238095238095
156,ankle,,4,PG,False,False,33091,57.999,12.180701754385966,15.851785714285715,14.579999999999998,13.885454545454547
157,ankle,,4,C,False,False,32016,61.999,15.32459016393443,14.495081967213112,13.52666666666667,13.160000000000004
158,ankle,,4,SF,False,False,29993,47.999,13.36808510638298,15.536170212765951,13.293617021276598,15.337777777777774
159,ankle,,4,G,False,False,82400,152.93,13.163265306122463,14.51888111888112,14.354609929078023,13.446808510638313
160,ankle,,4,F,False,False,78084,147.71,13.538028169014085,14.264788732394374,13.041843971631204,13.817266187050368
161,ankle,,4,SG,,False,33794,63.999,12.231746031746026,12.591525423728818,14.02931034482758,12.301724137931032
162,ankle,,4,PF,,False,33466,64.999,12.4390625,11.345312500000004,11.603174603174606,12.495238095238095
163,ankle,,4,PG,,False,33091,57.999,12.180701754385966,15.851785714285715,14.579999999999998,13.885454545454547
164,ankle,,4,C,,False,32016,61.999,15.32459016393443,14.495081967213112,13.52666666666667,13.160000000000004
165,ankle,,4,SF,,False,29993,47.999,13.36808510638298,15.536170212765951,13.293617021276598,15.337777777777774
166,ankle,,4,G,,False,82400,152.93,13.163265306122463,14.51888111888112,14.354609929078023,13.446808510638313
167,ankle,,4,F,,False,78084,147.71,13.538028169014085,14.264788732394374,13.041843971631204,13.817266187050368
168,ankle,,4,SG,True,,33794,125.18,14.516367713004454,,,
169,ankle,,4,PF,True,,33466,133.16,14.168377823408616,,,
170,ankle,,4,PG,True,,33091,137.51,17.222111553784845,,,
171,ankle,,4,C,True,,32016,171.79,14.45064308681671,,,
172,ankle,,4,SF,True,,29993,85.999,13.906896551724124,,,
173,ankle,,4,G,True,,82400,389.11,15.61553254437878,,,
174,ankle,,4,F,True,,78084,325.26,14.882451499118188,,,
175,ankle,,4,SG,False,,33794,125.18,13.975409836065587,14.550000000000006,14.735185185185188,14.881132075471703
176,ankle,,4,PF,False,,33466,133.16,14.49534883720931,13.683606557377052,13.726890756302517,14.762393162393165
177,ankle,,4,PG,False,,33091,137.51,16.34887218045113,17.36111111111111,17.777049180327875,17.477685950413235
178,ankle,,4,C,False,,32016,171.79,14.943902439024397,14.962658227848106,13.32763157894737,14.510810810810813
179,ankle,,4,SF,False,,29993,85.999,13.548235294117651,14.633333333333342,13.796153846153844,13.644000000000002
180,ankle,,4,G,False,,82400,389.11,15.405263157894705,16.13011695906432,15.37055214723924,15.552941176470567
181,ankle,,4,F,False,,78084,325.26,14.46006600660065,14.90257352941176,15.09964664310953,15.103623188405802
182,ankle,,4,SG,,,33794,125.18,13.975409836065587,14.550000000000006,14.735185185185188,14.881132075471703
183,ankle,,4,PF,,,33466,133.16,14.49534883720931,13.683606557377052,13.726890756302517,14.762393162393165
184,ankle,,4,PG,,,33091,137.51,16.34887218045113,17.36111111111111,17.777049180327875,17.477685950413235
185,ankle,,4,C,,,32016,171.79,14.943902439024397,14.962658227848106,13.32763157894737,14.510810810810813
186,ankle,,4,SF,,,29993,85.999,13.548235294117651,14.633333333333342,13.796153846153844,13.644000000000002
187,ankle,,4,G,,,82400,389.11,15.405263157894705,16.13011695906432,15.37055214723924,15.552941176470567
188,ankle,,4,F,,,78084,325.26,14.46006600660065,14.90257352941176,15.09964664310953,15.103623188405802
189,torn,True,4,SG,False,True,4463,1e-13,,,,
190,torn,True,4,PF,False,True,4980,1e-13,,,,
191,torn,True,4,PG,False,True,6744,1e-13,,,,
192,torn,True,4,C,False,True,6238,1e-13,,,,
193,torn,True,4,SF,False,True,4154,1e-13,,,,
194,torn,True,4,G,False,True,14169,1e-13,,,,
195,torn,True,4,F,False,True,11781,1e-13,,,,
196,torn,True,4,SG,,True,4463,1e-13,,,,
197,torn,True,4,PF,,True,4980,1e-13,,,,
198,torn,True,4,PG,,True,6744,1e-13,,,,
199,torn,True,4,C,,True,6238,1e-13,,,,
200,torn,True,4,SF,,True,4154,1e-13,,,,
201,torn,True,4,G,,True,14169,1e-13,,,,
202,torn,True,4,F,,True,11781,1e-13,,,,
203,torn,True,4,SG,False,False,4463,1e-13,,,,
204,torn,True,4,PF,False,False,4980,1e-13,,,,
205,torn,True,4,PG,False,False,6744,1e-13,,,,
206,torn,True,4,C,False,False,6238,1e-13,,,,
207,torn,True,4,SF,False,False,4154,1e-13,,,,
208,torn,True,4,G,False,False,14169,1e-13,,,,
209,torn,True,4,F,False,False,11781,1e-13,,,,
210,torn,True,4,SG,,False,4463,1e-13,,,,
211,torn,True,4,PF,,False,4980,1e-13,,,,
212,torn,True,4,PG,,False,6744,1e-13,,,,
213,torn,True,4,C,,False,6238,1e-13,,,,
214,torn,True,4,SF,,False,4154,1e-13,,,,
215,torn,True,4,G,,False,14169,1e-13,,,,
216,torn,True,4,F,,False,11781,1e-13,,,,
217,torn,True,4,SG,False,,4463,1e-13,,,,
218,torn,True,4,PF,False,,4980,1e-13,,,,
219,torn,True,4,PG,False,,6744,1e-13,,,,
220,torn,True,4,C,False,,6238,1e-13,,,,
221,torn,True,4,SF,False,,4154,1e-13,,,,
222,torn,True,4,G,False,,14169,1e-13,,,,
223,torn,True,4,F,False,,11781,1e-13,,,,
224,torn,True,4,SG,,,4463,1e-13,,,,
225,torn,True,4,PF,,,4980,1e-13,,,,
226,torn,True,4,PG,,,6744,1e-13,,,,
227,torn,True,4,C,,,6238,1e-13,,,,
228,torn,True,4,SF,,,4154,1e-13,,,,
229,torn,True,4,G,,,14169,1e-13,,,,
230,torn,True,4,F,,,11781,1e-13,,,,
231,torn,False,4,SG,False,True,29331,1e-13,,,,
232,torn,False,4,PF,False,True,28486,1e-13,,,,
233,torn,False,4,PG,False,True,26347,1e-13,,,,
234,torn,False,4,C,False,True,25778,1e-13,,,,
235,torn,False,4,SF,False,True,25839,1e-13,,,,
236,torn,False,4,G,False,True,68231,1e-13,,,,
237,torn,False,4,F,False,True,66303,1e-13,,,,
238,torn,False,4,SG,,True,29331,1e-13,,,,
239,torn,False,4,PF,,True,28486,1e-13,,,,
240,torn,False,4,PG,,True,26347,1e-13,,,,
241,torn,False,4,C,,True,25778,1e-13,,,,
242,torn,False,4,SF,,True,25839,1e-13,,,,
243,torn,False,4,G,,True,68231,1e-13,,,,
244,torn,False,4,F,,True,66303,1e-13,,,,
245,torn,False,4,SG,False,False,29331,1e-13,,,,
246,torn,False,4,PF,False,False,28486,1e-13,,,,
247,torn,False,4,PG,False,False,26347,1e-13,,,,
248,torn,False,4,C,False,False,25778,1e-13,,,,
249,torn,False,4,SF,False,False,25839,1e-13,,,,
250,torn,False,4,G,False,False,68231,1e-13,,,,
251,torn,False,4,F,False,False,66303,1e-13,,,,
252,torn,False,4,SG,,False,29331,1e-13,,,,
253,torn,False,4,PF,,False,28486,1e-13,,,,
254,torn,False,4,PG,,False,26347,1e-13,,,,
255,torn,False,4,C,,False,25778,1e-13,,,,
256,torn,False,4,SF,,False,25839,1e-13,,,,
257,torn,False,4,G,,False,68231,1e-13,,,,
258,torn,False,4,F,,False,66303,1e-13,,,,
259,torn,False,4,SG,False,,29331,1e-13,,,,
260,torn,False,4,PF,False,,28486,1e-13,,,,
261,torn,False,4,PG,False,,26347,1e-13,,,,
262,torn,False,4,C,False,,25778,1e-13,,,,
263,torn,False,4,SF,False,,25839,1e-13,,,,
264,torn,False,4,G,False,,68231,1e-13,,,,
265,torn,False,4,F,False,,66303,1e-13,,,,
266,torn,False,4,SG,,,29331,1e-13,,,,
267,torn,False,4,PF,,,28486,1e-13,,,,
268,torn,False,4,PG,,,26347,1e-13,,,,
269,torn,False,4,C,,,25778,1e-13,,,,
270,torn,False,4,SF,,,25839,1e-13,,,,
271,torn,False,4,G,,,68231,1e-13,,,,
272,torn,False,4,F,,,66303,1e-13,,,,
273,torn,,4,SG,False,True,33794,1e-13,,,,
274,torn,,4,PF,False,True,33466,1e-13,,,,
275,torn,,4,PG,False,True,33091,1e-13,,,,
276,torn,,4,C,False,True,32016,1e-13,,,,
277,torn,,4,SF,False,True,29993,1e-13,,,,
278,torn,,4,G,False,True,82400,1e-13,,,,
279,torn,,4,F,False,True,78084,1e-13,,,,
280,torn,,4,SG,,True,33794,1e-13,,,,
281,torn,,4,PF,,True,33466,1e-13,,,,
282,torn,,4,PG,,True,33091,1e-13,,,,
283,torn,,4,C,,True,32016,1e-13,,,,
284,torn,,4,SF,,True,29993,1e-13,,,,
285,torn,,4,G,,True,82400,1e-13,,,,
286,torn,,4,F,,True,78084,1e-13,,,,
287,torn,,4,SG,False,False,33794,1e-13,,,,
288,torn,,4,PF,False,False,33466,1e-13,,,,
289,torn,,4,PG,False,False,33091,1e-13,,,,
290,torn,,4,C,False,False,32016,1e-13,,,,
291,torn,,4,SF,False,False,29993,1e-13,,,,
292,torn,,4,G,False,False,82400,1e-13,,,,
293,torn,,4,F,False,False,78084,1e-13,,,,
294,torn,,4,SG,,False,33794,1e-13,,,,
295,torn,,4,PF,,False,33466,1e-13,,,,
296,torn,,4,PG,,False,33091,1e-13,,,,
297,torn,,4,C,,False,32016,1e-13,,,,
298,torn,,4,SF,,False,29993,1e-13,,,,
299,torn,,4,G,,False,82400,1e-13,,,,
300,torn,,4,F,,False,78084,1e-13,,,,
301,torn,,4,SG,False,,33794,1e-13,,,,
302,torn,,4,PF,False,,33466,1e-13,,,,
303,torn,,4,PG,False,,33091,1e-13,,,,
304,torn,,4,C,False,,32016,1e-13,,,,
305,torn,,4,SF,False,,29993,1e-13,,,,
306,torn,,4,G,False,,82400,1e-13,,,,
307,torn,,4,F,False,,78084,1e-13,,,,
308,torn,,4,SG,,,33794,1e-13,,,,
309,torn,,4,PF,,,33466,1e-13,,,,
310,torn,,4,PG,,,33091,1e-13,,,,
311,torn,,4,C,,,32016,1e-13,,,,
312,torn,,4,SF,,,29993,1e-13,,,,
313,torn,,4,G,,,82400,1e-13,,,,
314,torn,,4,F,,,78084,1e-13,,,,
315,knee,True,4,SG,True,True,4463,15.999,23.452941176470585,,,
316,knee,True,4,PF,True,True,4980,31.999,26.96612903225807,,,
317,knee,True,4,PG,True,True,6744,27.999,28.89677419354839,,,
318,knee,True,4,SF,True,True,4154,20.999,24.700000000000003,,,
319,knee,True,4,G,True,True,14169,46.999,27.384999999999998,,,
320,knee,True,4,F,True,True,11781,59.999,25.55565217391304,,,
321,knee,True,4,SG,False,True,4463,15.999,19.613333333333333,28.515384615384615,24.016666666666666,22.09090909090909
322,knee,True,4,PF,False,True,4980,31.999,25.809677419354834,26.26129032258065,30.141935483870967,25.651612903225807
323,knee,True,4,PG,False,True,6744,27.999,27.996296296296297,28.395833333333332,28.67142857142857,30.85238095238095
324,knee,True,4,SF,False,True,4154,20.999,24.85,24.63333333333333,24.176470588235293,25.143749999999997
325,knee,True,4,G,False,True,14169,46.999,26.219565217391303,28.095121951219515,26.78108108108108,28.686111111111114
326,knee,True,4,F,False,True,11781,59.999,25.006779661016946,24.76034482758621,26.712280701754384,25.780357142857145
327,knee,True,4,SG,,True,4463,15.999,19.613333333333333,28.515384615384615,24.016666666666666,22.09090909090909
328,knee,True,4,PF,,True,4980,31.999,25.809677419354834,26.26129032258065,30.141935483870967,25.651612903225807
329,knee,True,4,PG,,True,6744,27.999,27.996296296296297,28.395833333333332,28.67142857142857,30.85238095238095
330,knee,True,4,SF,,True,4154,20.999,24.85,24.63333333333333,24.176470588235293,25.143749999999997
331,knee,True,4,G,,True,14169,46.999,26.219565217391303,28.095121951219515,26.78108108108108,28.686111111111114
332,knee,True,4,F,,True,11781,59.999,25.006779661016946,24.76034482758621,26.712280701754384,25.780357142857145
333,knee,True,4,SG,True,False,4463,3.333,15.958333333333334,,,
334,knee,True,4,PF,True,False,4980,12.999,23.289583333333344,,,
335,knee,True,4,PG,True,False,6744,12.999,23.806250000000006,,,
336,knee,True,4,C,True,False,6238,11.999,24.311363636363634,,,
337,knee,True,4,SF,True,False,4154,9.999,23.855555555555554,,,
338,knee,True,4,G,True,False,14169,20.999,23.443749999999998,,,
339,knee,True,4,F,True,False,11781,25.999,23.124999999999986,,,
340,knee,True,4,SG,False,False,4463,3.333,14.066666666666668,13.633333333333333,21.600000000000005,14.533333333333333
341,knee,True,4,PF,False,False,4980,12.999,25.0,23.174999999999997,22.141666666666666,22.84166666666667
342,knee,True,4,PG,False,False,6744,12.999,25.808333333333334,23.116666666666664,21.741666666666664,24.558333333333334
343,knee,True,4,C,False,False,6238,11.999,24.645454545454548,27.05454545454545,20.60909090909091,24.936363636363634
344,knee,True,4,SF,False,False,4154,9.999,23.488888888888887,23.799999999999997,22.466666666666665,25.66666666666667
345,knee,True,4,G,False,False,14169,20.999,25.220000000000002,21.96,21.69,24.905
346,knee,True,4,F,False,False,11781,25.999,24.048000000000002,23.535999999999994,21.664000000000005,23.252000000000002
347,knee,True,4,SG,,False,4463,3.333,14.066666666666668,13.633333333333333,21.600000000000005,14.533333333333333
348,knee,True,4,PF,,False,4980,12.999,25.0,23.174999999999997,22.141666666666666,22.84166666666667
349,knee,True,4,PG,,False,6744,12.999,25.808333333333334,23.116666666666664,21.741666666666664,24.558333333333334
350,knee,True,4,C,,False,6238,11.999,24.645454545454548,27.05454545454545,20.60909090909091,24.936363636363634
351,knee,True,4,SF,,False,4154,9.999,23.488888888888887,23.799999999999997,22.466666666666665,25.66666666666667
352,knee,True,4,G,,False,14169,20.999,25.220000000000002,21.96,21.69,24.905
