,gmDate,gmTime,seasTyp,playLNm,playFNm,teamAbbr,teamConf,teamDiv,teamLoc,teamRslt,teamDayOff,offLNm1,offFNm1,offLNm2,offFNm2,offLNm3,offFNm3,playDispNm,playStat,playMin,playPos,playHeight,playWeight,playBDate,playPTS,playAST,playTO,playSTL,playBLK,playPF,playFGA,playFGM,playFG%,play2PA,play2PM,play2P%,play3PA,play3PM,play3P%,playFTA,playFTM,playFT%,playORB,playDRB,playTRB,opptAbbr,opptConf,opptDiv,opptLoc,opptRslt,opptDayOff
0,04/26/2012,,,Bibby,Mike,NYK,,,@,W,,,,,,,,Mike Bibby,,37,G,,,,3,12,1,1,0,1,4,1,25.0,,,,3,1,33.3,0,0,-,1,3,,CHA,,,,,
1,04/26/2012,,,Mullens,Byron,CHA,,,vs.,L,,,,,,,,Byron Mullens,,19,C,,,,5,1,1,0,0,3,6,2,33.3,,,,3,1,33.3,0,0,-,1,5,,NYK,,,,,
2,04/26/2012,,,Novak,Steve,NYK,,,@,W,,,,,,,,Steve Novak,,32,,,,,9,1,1,1,0,3,7,3,42.9,,,,6,3,50.0,0,0,-,0,6,,CHA,,,,,
3,04/26/2012,,,Fields,Landry,NYK,,,@,W,,,,,,,,Landry Fields,,31,G-F,,,,6,7,1,0,0,3,10,3,30.0,,,,2,0,0.0,0,0,-,0,5,,CHA,,,,,
4,04/26/2012,,,Higgins,Cory,CHA,,,vs.,L,,,,,,,,Cory Higgins,,6,,,,,1,0,1,1,0,0,2,0,0.0,,,,0,0,-,2,1,50.0,0,0,,NYK,,,,,
5,04/26/2012,,,Thomas,Tyrus,CHA,,,vs.,L,,,,,,,,Tyrus Thomas,,21,,,,,9,0,0,0,1,3,8,4,50.0,,,,1,1,100,0,0,-,1,0,,NYK,,,,,
6,04/26/2012,,,Biyombo,Bismack,CHA,,,vs.,L,,,,,,,,Bismack Biyombo,,25,C,,,,5,0,2,0,5,3,3,2,66.7,,,,0,0,-,4,1,25.0,2,1,,NYK,,,,,
7,04/26/2012,,,Carroll,Matt,CHA,,,vs.,L,,,,,,,,Matt Carroll,,6,,,,,1,0,0,1,0,0,1,0,0.0,,,,0,0,-,2,1,50.0,0,1,,NYK,,,,,
8,04/26/2012,,,Gadzuric,Dan,NYK,,,@,W,,,,,,,,Dan Gadzuric,,6,C,,,,0,0,1,1,1,2,2,0,0.0,,,,0,0,-,2,0,0.0,1,2,,CHA,,,,,
9,04/26/2012,,,Henderson,Gerald,CHA,,,vs.,L,,,,,,,,Gerald Henderson,,37,G,,,,21,4,2,0,0,1,12,7,58.3,,,,1,0,0.0,10,7,70.0,1,6,,NYK,,,,,
10,04/26/2012,,,Shumpert,Iman,NYK,,,@,W,,,,,,,,Iman Shumpert,,21,,,,,12,2,2,1,0,4,8,4,50.0,,,,3,1,33.3,4,3,75.0,0,0,,CHA,,,,,
11,04/26/2012,,,Jordan,Jerome,NYK,,,@,W,,,,,,,,Jerome Jordan,,24,C,,,,13,0,0,0,1,2,11,6,54.5,,,,0,0,-,2,1,50.0,2,2,,CHA,,,,,
12,04/26/2012,,,Harrellson,Josh,NYK,,,@,W,,,,,,,,Josh Harrellson,,30,F-C,,,,18,0,1,0,2,1,12,8,66.7,,,,3,2,66.7,0,0,-,2,7,,CHA,,,,,
13,04/26/2012,,,Smith,JR,NYK,,,@,W,,,,,,,,JR Smith,,36,G-F,,,,22,6,1,3,0,3,16,10,62.5,,,,3,1,33.3,2,1,50.0,0,3,,CHA,,,,,
14,04/26/2012,,,White,DJ,CHA,,,vs.,L,,,,,,,,DJ White,,28,F,,,,11,2,1,1,1,2,9,5,55.6,,,,0,0,-,2,1,50.0,1,6,,NYK,,,,,
15,04/26/2012,,,Diop,DeSagana,CHA,,,vs.,L,,,,,,,,DeSagana Diop,,20,C,,,,2,0,0,0,1,1,1,1,100,,,,0,0,-,0,0,-,2,1,,NYK,,,,,
16,04/26/2012,,,Augustin,D.J.,CHA,,,vs.,L,,,,,,,,D.J. Augustin,,32,G,,,,12,7,4,0,0,0,15,5,33.3,,,,6,2,33.3,0,0,-,0,1,,NYK,,,,,
17,04/26/2012,,,Moon,Jamario,CHA,,,vs.,L,,,,,,,,Jamario Moon,,23,F,,,,4,2,2,0,1,0,5,2,40.0,,,,1,0,0.0,0,0,-,0,8,,NYK,,,,,
18,04/26/2012,,,Stoudemire,Amar'e,NYK,,,@,W,,,,,,,,Amar'e Stoudemire,,24,F-C,,,,21,3,1,0,2,2,15,9,60.0,,,,0,0,-,5,3,60.0,0,2,,CHA,,,,,
19,04/26/2012,,,Walker,Kemba,CHA,,,vs.,L,,,,,,,,Kemba Walker,,25,G,,,,13,4,1,2,0,3,12,4,33.3,,,,4,2,50.0,6,3,50.0,0,2,,NYK,,,,,
20,04/26/2012,,,Harper,Justin,ORL,,,@,L,,,,,,,,Justin Harper,,32,,,,,16,1,1,1,2,2,18,7,38.9,,,,8,2,25.0,1,0,0.0,3,4,,MEM,,,,,
21,04/26/2012,,,Wafer,Von,ORL,,,@,L,,,,,,,,Von Wafer,,41,G,,,,11,2,1,2,0,1,13,4,30.8,,,,4,0,0.0,4,3,75.0,1,2,,MEM,,,,,
22,04/26/2012,,,Conley,Mike,MEM,,,vs.,W,,,,,,,,Mike Conley,,32,G,,,,0,3,1,1,0,1,5,0,0.0,,,,0,0,-,0,0,-,0,1,,ORL,,,,,
23,04/26/2012,,,Liggins,DeAndre,ORL,,,@,L,,,,,,,,DeAndre Liggins,,26,G,,,,7,0,2,0,0,4,6,3,50.0,,,,1,0,0.0,2,1,50.0,2,3,,MEM,,,,,
24,04/26/2012,,,Gasol,Marc,MEM,,,vs.,W,,,,,,,,Marc Gasol,,32,C,,,,22,1,1,0,3,3,13,8,61.5,,,,1,0,0.0,6,6,100,0,6,,ORL,,,,,
25,04/26/2012,,,Clark,Earl,ORL,,,@,L,,,,,,,,Earl Clark,,38,F,,,,8,1,1,1,4,3,11,3,27.3,,,,0,0,-,2,2,100,1,8,,MEM,,,,,
26,04/26/2012,,,Orton,Daniel,ORL,,,@,L,,,,,,,,Daniel Orton,,26,,,,,7,3,2,1,2,4,3,3,100,,,,0,0,-,2,1,50.0,0,2,,MEM,,,,,
27,04/26/2012,,,Pargo,Jeremy,MEM,,,vs.,W,,,,,,,,Jeremy Pargo,,3,,,,,1,0,0,0,0,1,1,0,0.0,,,,1,0,0.0,2,1,50.0,0,1,,ORL,,,,,
28,04/26/2012,,,Allen,Tony,MEM,,,vs.,W,,,,,,,,Tony Allen,,22,,,,,8,2,0,2,0,2,6,3,50.0,,,,0,0,-,2,2,100,1,4,,ORL,,,,,
29,04/26/2012,,,Hudson,Lester,MEM,,,vs.,W,,,,,,,,Lester Hudson,,3,G,,,,0,0,1,0,0,0,2,0,0.0,,,,0,0,-,0,0,-,0,0,,ORL,,,,,
30,04/26/2012,,,Turkoglu,Hedo,ORL,,,@,L,,,,,,,,Hedo Turkoglu,,30,F,,,,18,1,2,1,0,1,13,7,53.8,,,,9,4,44.4,0,0,-,0,2,,MEM,,,,,
31,04/26/2012,,,Pondexter,Quincy,MEM,,,vs.,W,,,,,,,,Quincy Pondexter,,10,F,,,,2,0,0,0,0,0,3,1,33.3,,,,1,0,0.0,0,0,-,0,0,,ORL,,,,,
32,04/26/2012,,,Cunningham,Dante,MEM,,,vs.,W,,,,,,,,Dante Cunningham,,21,F,,,,4,0,1,0,0,0,4,2,50.0,,,,0,0,-,0,0,-,1,1,,ORL,,,,,
33,04/26/2012,,,Arenas,Gilbert,MEM,,,vs.,W,,,,,,,,Gilbert Arenas,,13,G,,,,1,2,0,0,0,2,3,0,0.0,,,,2,0,0.0,2,1,50.0,0,2,,ORL,,,,,
34,04/26/2012,,,Randolph,Zach,MEM,,,vs.,W,,,,,,,,Zach Randolph,,26,F,,,,13,3,3,0,0,1,12,6,50.0,,,,0,0,-,2,1,50.0,6,6,,ORL,,,,,
35,04/26/2012,,,Gay,Rudy,MEM,,,vs.,W,,,,,,,,Rudy Gay,,34,F-G,,,,20,0,3,2,1,1,11,8,72.7,,,,4,1,25.0,4,3,75.0,0,5,,ORL,,,,,
36,04/26/2012,,,Duhon,Chris,ORL,,,@,L,,,,,,,,Chris Duhon,,27,G,,,,5,3,3,2,0,2,5,2,40.0,,,,3,1,33.3,0,0,-,0,2,,MEM,,,,,
37,04/26/2012,,,Smith,Ish,ORL,,,@,L,,,,,,,,Ish Smith,,21,G,,,,4,3,1,1,0,2,4,1,25.0,,,,1,0,0.0,4,2,50.0,1,3,,MEM,,,,,
38,04/26/2012,,,Mayo,O.J.,MEM,,,vs.,W,,,,,,,,O.J. Mayo,,27,G,,,,15,6,2,1,1,3,9,5,55.6,,,,3,1,33.3,4,4,100,1,6,,ORL,,,,,
39,04/26/2012,,,Speights,Marreese,MEM,,,vs.,W,,,,,,,,Marreese Speights,,14,F-C,,,,2,1,1,0,0,1,3,1,33.3,,,,0,0,-,0,0,-,0,2,,ORL,,,,,
40,04/26/2012,,,Haddadi,Hamed,MEM,,,vs.,W,,,,,,,,Hamed Haddadi,,3,C,,,,0,0,1,0,0,1,0,0,-,,,,0,0,-,0,0,-,0,2,,ORL,,,,,
41,04/26/2012,,,Anthony,Joel,MIA,,,@,L,,,,,,,,Joel Anthony,,6,C,,,,0,0,0,0,0,1,1,0,0.0,,,,0,0,-,0,0,-,0,0,,WAS,,,,,
42,04/26/2012,,,Cook,Brian,WAS,,,vs.,W,,,,,,,,Brian Cook,,7,C-F,,,,4,0,0,0,0,1,3,2,66.7,,,,1,0,0.0,0,0,-,1,0,,MIA,,,,,
43,04/26/2012,,,Martin,Cartier,WAS,,,vs.,W,,,,,,,,Cartier Martin,,22,F,,,,12,0,1,2,0,1,8,4,50.0,,,,4,2,50.0,4,2,50.0,1,2,,MIA,,,,,
44,04/26/2012,,,Curry,Eddy,MIA,,,@,L,,,,,,,,Eddy Curry,,24,,,,,10,0,4,0,1,2,7,3,42.9,,,,0,0,-,6,4,66.7,1,3,,WAS,,,,,
45,04/26/2012,,,Vesely,Jan,WAS,,,vs.,W,,,,,,,,Jan Vesely,,23,F,,,,11,1,1,3,1,0,7,5,71.4,,,,0,0,-,2,1,50.0,2,6,,MIA,,,,,
46,04/26/2012,,,Chalmers,Mario,MIA,,,@,L,,,,,,,,Mario Chalmers,,17,G,,,,8,2,3,0,0,0,9,3,33.3,,,,4,0,0.0,2,2,100,0,1,,WAS,,,,,
47,04/26/2012,,,Mack,Shelvin,WAS,,,vs.,W,,,,,,,,Shelvin Mack,,23,G,,,,6,7,6,0,0,2,2,2,100,,,,0,0,-,2,2,100,0,2,,MIA,,,,,
48,04/26/2012,,,Miller,Mike,MIA,,,@,L,,,,,,,,Mike Miller,,17,G-F,,,,8,1,3,0,1,2,4,3,75.0,,,,2,1,50.0,2,1,50.0,0,3,,WAS,,,,,
49,04/26/2012,,,Almond,Morris,WAS,,,vs.,W,,,,,,,,Morris Almond,,26,G,,,,5,1,1,5,0,4,6,2,33.3,,,,0,0,-,2,1,50.0,0,4,,MIA,,,,,
50,04/26/2012,,,Singleton,James,WAS,,,vs.,W,,,,,,,,James Singleton,,22,F,,,,4,3,1,0,0,3,4,2,50.0,,,,0,0,-,0,0,-,1,7,,MIA,,,,,
51,04/26/2012,,,Seraphin,Kevin,WAS,,,vs.,W,,,,,,,,Kevin Seraphin,,25,F-C,,,,15,0,1,0,0,1,10,6,60.0,,,,0,0,-,4,3,75.0,1,2,,MIA,,,,,
52,04/26/2012,,,Cole,Norris,MIA,,,@,L,,,,,,,,Norris Cole,,31,G,,,,14,2,4,0,0,1,10,6,60.0,,,,0,0,-,2,2,100,0,0,,WAS,,,,,
53,04/26/2012,,,Haslem,Udonis,MIA,,,@,L,,,,,,,,Udonis Haslem,,19,F,,,,6,1,0,1,1,0,5,2,40.0,,,,0,0,-,2,2,100,2,2,,WAS,,,,,
54,04/26/2012,,,Turiaf,Ronny,MIA,,,@,L,,,,,,,,Ronny Turiaf,,18,,,,,5,1,1,3,1,3,2,1,50.0,,,,0,0,-,4,3,75.0,1,4,,WAS,,,,,
55,04/26/2012,,,Evans,Maurice,WAS,,,vs.,W,,,,,,,,Maurice Evans,,23,G-F,,,,18,0,0,1,0,2,13,7,53.8,,,,3,2,66.7,3,2,66.7,0,0,,MIA,,,,,
56,04/26/2012,,,Wall,John,WAS,,,vs.,W,,,,,,,,John Wall,,25,G,,,,7,12,2,2,0,2,8,3,37.5,,,,0,0,-,2,1,50.0,0,2,,MIA,,,,,
57,04/26/2012,,,Jones,James,MIA,,,@,L,,,,,,,,James Jones,,29,G-F,,,,8,0,1,0,0,2,9,3,33.3,,,,5,1,20.0,2,1,50.0,0,2,,WAS,,,,,
58,04/26/2012,,,Howard,Juwan,MIA,,,@,L,,,,,,,,Juwan Howard,,29,F,,,,2,0,2,0,1,2,7,1,14.3,,,,0,0,-,0,0,-,1,4,,WAS,,,,,
59,04/26/2012,,,Singleton,Chris,WAS,,,vs.,W,,,,,,,,Chris Singleton,,25,F,,,,7,0,1,2,0,3,8,3,37.5,,,,2,1,50.0,0,0,-,0,5,,MIA,,,,,
60,04/26/2012,,,Harris,Terrel,MIA,,,@,L,,,,,,,,Terrel Harris,,31,G,,,,6,3,3,0,0,2,9,1,11.1,,,,5,1,20.0,4,3,75.0,2,3,,WAS,,,,,
61,04/26/2012,,,Battier,Shane,MIA,,,@,L,,,,,,,,Shane Battier,,19,F,,,,3,1,1,3,0,1,4,1,25.0,,,,2,1,50.0,0,0,-,0,2,,WAS,,,,,
62,04/26/2012,,,Petro,Johan,NJN,,,@,L,,,,,,,,Johan Petro,,39,C,,,,9,2,2,0,0,4,9,4,44.4,,,,0,0,-,2,1,50.0,3,9,,TOR,,,,,
63,04/26/2012,,,Johnson,Armon,NJN,,,@,L,,,,,,,,Armon Johnson,,34,G,,,,11,5,1,4,0,2,10,3,30.0,,,,3,1,33.3,4,4,100,1,2,,TOR,,,,,
64,04/26/2012,,,Uzoh,Ben,TOR,,,vs.,W,,,,,,,,Ben Uzoh,,46,G,,,,12,12,2,4,1,3,19,6,31.6,,,,0,0,-,0,0,-,4,7,,NJN,,,,,
65,04/26/2012,,,Magloire,Jamaal,TOR,,,vs.,W,,,,,,,,Jamaal Magloire,,5,C,,,,0,0,0,0,0,0,0,0,-,,,,0,0,-,0,0,-,1,3,,NJN,,,,,
66,04/26/2012,,,Green,Gerald,NJN,,,@,L,,,,,,,,Gerald Green,,25,G-F,,,,10,2,3,0,1,2,13,4,30.8,,,,3,2,66.7,1,0,0.0,0,5,,TOR,,,,,
67,04/26/2012,,,Johnson,James,TOR,,,vs.,W,,,,,,,,James Johnson,,19,F,,,,8,2,4,0,0,1,7,4,57.1,,,,1,0,0.0,0,0,-,0,2,,NJN,,,,,
68,04/26/2012,,,Williams,Jordan,NJN,,,@,L,,,,,,,,Jordan Williams,,39,C,,,,10,0,2,0,1,4,13,5,38.5,,,,0,0,-,0,0,-,5,5,,TOR,,,,,
69,04/26/2012,,,Brooks,MarShon,NJN,,,@,L,,,,,,,,MarShon Brooks,,31,,,,,9,1,3,2,0,2,17,4,23.5,,,,0,0,-,1,1,100,2,2,,TOR,,,,,
70,04/26/2012,,,Morrow,Anthony,NJN,,,@,L,,,,,,,,Anthony Morrow,,29,G,,,,11,2,3,0,0,1,12,4,33.3,,,,7,3,42.9,0,0,-,0,2,,TOR,,,,,
71,04/26/2012,,,Forbes,Gary,TOR,,,vs.,W,,,,,,,,Gary Forbes,,41,F,,,,23,3,1,2,0,2,21,8,38.1,,,,9,5,55.6,4,2,50.0,0,6,,NJN,,,,,
72,04/26/2012,,,Davis,Ed,TOR,,,vs.,W,,,,,,,,Ed Davis,,43,C-F,,,,24,2,3,1,1,3,15,10,66.7,,,,0,0,-,5,4,80.0,4,8,,NJN,,,,,
73,04/26/2012,,,Stevenson,DeShawn,NJN,,,@,L,,,,,,,,DeShawn Stevenson,,20,F-G,,,,0,1,1,1,0,0,4,0,0.0,,,,3,0,0.0,0,0,-,0,1,,TOR,,,,,
74,04/26/2012,,,Gaines,Sundiata,NJN,,,@,L,,,,,,,,Sundiata Gaines,,23,G,,,,7,2,0,2,0,0,5,1,20.0,,,,2,0,0.0,8,5,62.5,1,1,,TOR,,,,,
75,04/26/2012,,,Alabi,Solomon,TOR,,,vs.,W,,,,,,,,Solomon Alabi,,40,C,,,,11,0,0,0,3,1,10,3,30.0,,,,0,0,-,6,5,83.3,5,14,,NJN,,,,,
76,04/26/2012,,,Anderson,Alan,TOR,,,vs.,W,,,,,,,,Alan Anderson,,45,F-G,,,,20,4,3,0,0,2,16,6,37.5,,,,9,5,55.6,3,3,100,1,3,,NJN,,,,,
77,04/26/2012,,,Hamilton,Jordan,DEN,,,@,W,,,,,,,,Jordan Hamilton,,12,G-F,,,,8,2,1,0,0,0,7,4,57.1,,,,1,0,0.0,0,0,-,1,4,,MIN,,,,,
78,04/26/2012,,,Williams,Derrick,MIN,,,vs.,L,,,,,,,,Derrick Williams,,15,,,,,4,0,0,1,0,0,5,1,20.0,,,,2,0,0.0,2,2,100,0,2,,DEN,,,,,
79,04/26/2012,,,Beasley,Michael,MIN,,,vs.,L,,,,,,,,Michael Beasley,,24,,,,,13,1,4,0,0,2,12,5,41.7,,,,2,0,0.0,4,3,75.0,0,1,,DEN,,,,,
80,04/26/2012,,,Brewer,Corey,DEN,,,@,W,,,,,,,,Corey Brewer,,28,G-F,,,,12,3,1,1,0,2,10,5,50.0,,,,1,1,100,2,1,50.0,0,1,,MIN,,,,,
81,04/26/2012,,,Tolliver,Anthony,MIN,,,vs.,L,,,,,,,,Anthony Tolliver,,17,,,,,3,1,0,0,0,2,4,1,25.0,,,,3,1,33.3,0,0,-,1,3,,DEN,,,,,
82,04/26/2012,,,Johnson,Wesley,MIN,,,vs.,L,,,,,,,,Wesley Johnson,,19,F-G,,,,6,2,0,0,2,1,3,2,66.7,,,,2,2,100,0,0,-,0,0,,DEN,,,,,
83,04/26/2012,,,Mozgov,Timofey,DEN,,,@,W,,,,,,,,Timofey Mozgov,,13,C,,,,15,0,4,1,2,4,8,7,87.5,,,,0,0,-,1,1,100,1,3,,MIN,,,,,
84,04/26/2012,,,Ellington,Wayne,MIN,,,vs.,L,,,,,,,,Wayne Ellington,,23,G,,,,12,1,0,1,0,3,12,5,41.7,,,,5,2,40.0,0,0,-,0,2,,DEN,,,,,
85,04/26/2012,,,Pekovic,Nikola,MIN,,,vs.,L,,,,,,,,Nikola Pekovic,,25,C,,,,18,0,0,1,1,2,12,8,66.7,,,,0,0,-,5,2,40.0,5,5,,DEN,,,,,
86,04/26/2012,,,Barea,J.J.,MIN,,,vs.,L,,,,,,,,J.J. Barea,,31,G,,,,20,5,4,0,0,1,13,7,53.8,,,,6,3,50.0,4,3,75.0,0,1,,DEN,,,,,
87,04/26/2012,,,Lee,Malcolm,MIN,,,vs.,L,,,,,,,,Malcolm Lee,,20,,,,,2,2,0,0,0,1,6,1,16.7,,,,1,0,0.0,0,0,-,2,0,,DEN,,,,,
88,04/26/2012,,,Webster,Martell,MIN,,,vs.,L,,,,,,,,Martell Webster,,28,F-G,,,,11,3,2,0,0,1,10,5,50.0,,,,4,1,25.0,0,0,-,0,1,,DEN,,,,,
89,04/26/2012,,,Faried,Kenneth,DEN,,,@,W,,,,,,,,Kenneth Faried,,32,F-C,,,,15,3,3,0,0,5,13,7,53.8,,,,0,0,-,2,1,50.0,5,2,,MIN,,,,,
90,04/26/2012,,,Koufos,Kosta,DEN,,,@,W,,,,,,,,Kosta Koufos,,26,C,,,,7,0,0,1,0,4,5,3,60.0,,,,0,0,-,2,1,50.0,2,9,,MIN,,,,,
91,04/26/2012,,,Randolph,Anthony,MIN,,,vs.,L,,,,,,,,Anthony Randolph,,21,,,,,9,3,1,0,1,0,9,4,44.4,,,,0,0,-,2,1,50.0,0,2,,DEN,,,,,
92,04/26/2012,,,Miller,Brad,MIN,,,vs.,L,,,,,,,,Brad Miller,,17,C-F,,,,4,4,2,2,0,1,3,1,33.3,,,,2,1,50.0,2,1,50.0,0,4,,DEN,,,,,
93,04/26/2012,,,Miller,Andre,DEN,,,@,W,,,,,,,,Andre Miller,,21,G,,,,5,10,4,1,0,2,5,2,40.0,,,,2,0,0.0,2,1,50.0,0,3,,MIN,,,,,
94,04/26/2012,,,Lawson,Ty,DEN,,,@,W,,,,,,,,Ty Lawson,,25,G,,,,15,4,0,2,0,0,10,7,70.0,,,,3,1,33.3,1,0,0.0,2,2,,MIN,,,,,
95,04/26/2012,,,McGee,JaVale,DEN,,,@,W,,,,,,,,JaVale McGee,,18,C-F,,,,19,0,1,0,1,4,12,9,75.0,,,,0,0,-,1,1,100,0,5,,MIN,,,,,
96,04/26/2012,,,Gallinari,Danilo,DEN,,,@,W,,,,,,,,Danilo Gallinari,,27,F,,,,17,4,0,1,1,0,7,5,71.4,,,,0,0,-,8,7,87.5,0,3,,MIN,,,,,
97,04/26/2012,,,Stone,Julyan,DEN,,,@,W,,,,,,,,Julyan Stone,,8,G,,,,0,3,0,1,0,0,0,0,-,,,,0,0,-,0,0,-,0,1,,MIN,,,,,
98,04/26/2012,,,Afflalo,Arron,DEN,,,@,W,,,,,,,,Arron Afflalo,,30,G,,,,18,1,2,1,0,1,12,7,58.3,,,,3,3,100,1,1,100,1,3,,MIN,,,,,
99,04/26/2012,,,Hayes,Chuck,SAC,,,vs.,W,,,,,,,,Chuck Hayes,,8,,,,,2,0,1,1,0,0,2,1,50.0,,,,0,0,-,0,0,-,0,0,,LAL,,,,,
100,04/26/2012,,,Hill,Jordan,LAL,,,@,L,,,,,,,,Jordan Hill,,30,F-C,,,,8,2,2,3,1,4,12,4,33.3,,,,0,0,-,0,0,-,2,6,,SAC,,,,,
101,04/26/2012,,,Fredette,Jimmer,SAC,,,vs.,W,,,,,,,,Jimmer Fredette,,24,G,,,,10,3,0,0,1,1,10,4,40.0,,,,4,2,50.0,0,0,-,0,1,,LAL,,,,,
102,04/26/2012,,,Honeycutt,Tyler,SAC,,,vs.,W,,,,,,,,Tyler Honeycutt,,15,,,,,7,2,0,0,0,0,5,3,60.0,,,,1,1,100,0,0,-,1,4,,LAL,,,,,
103,04/26/2012,,,Outlaw,Travis,SAC,,,vs.,W,,,,,,,,Travis Outlaw,,28,F,,,,11,0,1,0,2,0,10,4,40.0,,,,4,2,50.0,2,1,50.0,1,1,,LAL,,,,,
104,04/26/2012,,,Garcia,Francisco,SAC,,,vs.,W,,,,,,,,Francisco Garcia,,12,,,,,2,1,0,0,1,2,4,1,25.0,,,,1,0,0.0,0,0,-,0,5,,LAL,,,,,
105,04/26/2012,,,Ebanks,Devin,LAL,,,@,L,,,,,,,,Devin Ebanks,,29,F,,,,14,0,2,0,1,1,11,7,63.6,,,,0,0,-,0,0,-,2,3,,SAC,,,,,
106,04/26/2012,,,Thomas,Isaiah,SAC,,,vs.,W,,,,,,,,Isaiah Thomas,,26,,,,,11,7,1,0,0,2,6,5,83.3,,,,1,1,100,0,0,-,0,1,,LAL,,,,,
107,04/26/2012,,,Goudelock,Andrew,LAL,,,@,L,,,,,,,,Andrew Goudelock,,25,G,,,,11,2,2,0,0,1,12,4,33.3,,,,5,3,60.0,0,0,-,0,5,,SAC,,,,,
108,04/26/2012,,,Thompson,Jason,SAC,,,vs.,W,,,,,,,,Jason Thompson,,36,F-C,,,,17,3,0,2,2,0,11,7,63.6,,,,0,0,-,4,3,75.0,3,7,,LAL,,,,,
109,04/26/2012,,,Cousins,DeMarcus,SAC,,,vs.,W,,,,,,,,DeMarcus Cousins,,38,C,,,,23,2,1,1,0,5,19,9,47.4,,,,1,0,0.0,7,5,71.4,8,11,,LAL,,,,,
110,04/26/2012,,,Morris,Darius,LAL,,,@,L,,,,,,,,Darius Morris,,21,G,,,,9,5,2,0,0,2,10,4,40.0,,,,3,1,33.3,0,0,-,0,3,,SAC,,,,,
111,04/26/2012,,,Evans,Tyreke,SAC,,,vs.,W,,,,,,,,Tyreke Evans,,31,,,,,21,2,4,1,0,0,14,9,64.3,,,,1,0,0.0,4,3,75.0,1,3,,LAL,,,,,
112,04/26/2012,,,Williams,Terrence,SAC,,,vs.,W,,,,,,,,Terrence Williams,,10,G-F,,,,4,1,0,1,1,0,4,2,50.0,,,,0,0,-,0,0,-,0,1,,LAL,,,,,
113,04/26/2012,,,Blake,Steve,LAL,,,@,L,,,,,,,,Steve Blake,,23,G,,,,4,6,0,0,0,0,5,1,20.0,,,,2,1,50.0,2,1,50.0,0,0,,SAC,,,,,
114,04/26/2012,,,Eyenga,Christian,LAL,,,@,L,,,,,,,,Christian Eyenga,,19,F,,,,8,1,1,0,1,0,6,3,50.0,,,,1,0,0.0,2,2,100,1,1,,SAC,,,,,
115,04/26/2012,,,McRoberts,Josh,LAL,,,@,L,,,,,,,,Josh McRoberts,,38,,,,,16,4,2,0,0,3,12,6,50.0,,,,3,2,66.7,2,2,100,2,7,,SAC,,,,,
116,04/26/2012,,,Greene,Donte,SAC,,,vs.,W,,,,,,,,Donte Greene,,12,F,,,,5,0,0,0,0,0,7,2,28.6,,,,2,0,0.0,1,1,100,0,0,,LAL,,,,,
117,04/26/2012,,,Sessions,Ramon,LAL,,,@,L,,,,,,,,Ramon Sessions,,27,G,,,,14,4,3,0,0,1,13,6,46.2,,,,1,0,0.0,3,2,66.7,1,2,,SAC,,,,,
118,04/26/2012,,,Murphy,Troy,LAL,,,@,L,,,,,,,,Troy Murphy,,29,,,,,12,3,1,1,0,2,10,6,60.0,,,,0,0,-,0,0,-,3,3,,SAC,,,,,
119,04/26/2012,,,Jones,Dominique,DAL,,,@,L,,,,,,,,Dominique Jones,,16,,,,,3,2,1,0,0,0,5,0,0.0,,,,1,0,0.0,4,3,75.0,1,5,,ATL,,,,,
120,04/26/2012,,,Wright,Brandan,DAL,,,@,L,,,,,,,,Brandan Wright,,17,,,,,6,0,0,1,1,1,7,3,42.9,,,,0,0,-,2,0,0.0,0,4,,ATL,,,,,
121,04/26/2012,,,Terry,Jason,DAL,,,@,L,,,,,,,,Jason Terry,,26,G,,,,11,5,0,0,0,1,9,3,33.3,,,,4,1,25.0,4,4,100,0,5,,ATL,,,,,
122,04/26/2012,,,Teague,Jeff,ATL,,,vs.,W,,,,,,,,Jeff Teague,,28,G,,,,17,5,0,1,0,0,11,7,63.6,,,,4,3,75.0,0,0,-,0,2,,DAL,,,,,
123,04/26/2012,,,Haywood,Brendan,DAL,,,@,L,,,,,,,,Brendan Haywood,,14,C,,,,4,0,0,0,0,0,2,2,100,,,,0,0,-,0,0,-,0,0,,ATL,,,,,
124,04/26/2012,,,Williams,Marvin,ATL,,,vs.,W,,,,,,,,Marvin Williams,,23,F,,,,6,2,2,1,0,0,9,2,22.2,,,,3,1,33.3,1,1,100,0,2,,DAL,,,,,
125,04/26/2012,,,Cardinal,Brian,DAL,,,@,L,,,,,,,,Brian Cardinal,,5,F,,,,2,0,0,0,0,0,2,1,50.0,,,,1,0,0.0,0,0,-,1,0,,ATL,,,,,
126,04/26/2012,,,Radmanovic,Vladimir,ATL,,,vs.,W,,,,,,,,Vladimir Radmanovic,,9,F,,,,2,1,1,1,0,1,3,1,33.3,,,,1,0,0.0,0,0,-,0,0,,DAL,,,,,
127,04/26/2012,,,Dampier,Erick,ATL,,,vs.,W,,,,,,,,Erick Dampier,,5,C,,,,0,0,0,0,0,1,0,0,-,,,,0,0,-,0,0,-,1,3,,DAL,,,,,
128,04/26/2012,,,Nowitzki,Dirk,DAL,,,@,L,,,,,,,,Dirk Nowitzki,,26,F,,,,22,1,4,0,0,2,12,7,58.3,,,,1,1,100,7,7,100,0,3,,ATL,,,,,
