,gmDate,gmTime,seasTyp,playLNm,playFNm,teamAbbr,teamConf,teamDiv,teamLoc,teamRslt,teamDayOff,offLNm1,offFNm1,offLNm2,offFNm2,offLNm3,offFNm3,playDispNm,playStat,playMin,playPos,playHeight,playWeight,playBDate,playPTS,playAST,playTO,playSTL,playBLK,playPF,playFGA,playFGM,playFG%,play2PA,play2PM,play2P%,play3PA,play3PM,play3P%,playFTA,playFTM,playFT%,playORB,playDRB,playTRB,opptAbbr,opptConf,opptDiv,opptLoc,opptRslt,opptDayOff
4096,03/19/2011,,,Brown,Kwame,CHA,,,@,L,,,,,,,,Kwame Brown,,25,C,,,,3,0,1,0,0,1,5,1,20.0,,,,0,0,-,2,1,50.0,2,5,,SAS,,,,,
4097,03/19/2011,,,Diaw,Boris,CHA,,,@,L,,,,,,,,Boris Diaw,,28,C-F,,,,16,4,3,0,0,2,14,7,50.0,,,,3,2,66.7,0,0,-,1,2,,SAS,,,,,
4098,03/19/2011,,,Augustin,D.J.,CHA,,,@,L,,,,,,,,D.J. Augustin,,26,G,,,,6,5,3,0,0,0,7,2,28.6,,,,3,0,0.0,2,2,100,1,1,,SAS,,,,,
4099,03/18/2011,,,Maynor,Eric,OKC,,,vs.,W,,,,,,,,Eric Maynor,,15,,,,,7,4,0,0,0,0,3,3,100,,,,1,1,100,0,0,-,0,1,,CHA,,,,,
4100,03/18/2011,,,Augustin,D.J.,CHA,,,@,L,,,,,,,,D.J. Augustin,,40,G,,,,8,8,3,1,0,1,12,4,33.3,,,,3,0,0.0,0,0,-,0,2,,OKC,,,,,
4101,03/18/2011,,,Westbrook,Russell,OKC,,,vs.,W,,,,,,,,Russell Westbrook,,33,G,,,,18,7,3,3,0,1,16,6,37.5,,,,0,0,-,6,6,100,0,0,,CHA,,,,,
4102,03/18/2011,,,Sefolosha,Thabo,OKC,,,vs.,W,,,,,,,,Thabo Sefolosha,,21,F-G,,,,6,0,0,2,1,0,5,3,60.0,,,,2,0,0.0,0,0,-,0,1,,CHA,,,,,
4103,03/18/2011,,,White,DJ,CHA,,,@,L,,,,,,,,DJ White,,12,F,,,,9,0,0,0,0,1,4,3,75.0,,,,0,0,-,4,3,75.0,1,3,,OKC,,,,,
4104,03/18/2011,,,Brown,Kwame,CHA,,,@,L,,,,,,,,Kwame Brown,,35,C,,,,8,0,1,0,1,3,6,3,50.0,,,,0,0,-,6,2,33.3,1,7,,OKC,,,,,
4105,03/18/2011,,,Henderson,Gerald,CHA,,,@,L,,,,,,,,Gerald Henderson,,30,G,,,,4,1,3,2,0,4,7,2,28.6,,,,0,0,-,1,0,0.0,0,0,,OKC,,,,,
4106,03/18/2011,,,Thomas,Tyrus,CHA,,,@,L,,,,,,,,Tyrus Thomas,,13,,,,,6,0,1,1,1,4,4,2,50.0,,,,0,0,-,3,2,66.7,0,1,,OKC,,,,,
4107,03/18/2011,,,Durant,Kevin,OKC,,,vs.,W,,,,,,,,Kevin Durant,,39,F,,,,25,4,2,4,0,3,18,9,50.0,,,,5,2,40.0,5,5,100,0,2,,CHA,,,,,
4108,03/18/2011,,,Diaw,Boris,CHA,,,@,L,,,,,,,,Boris Diaw,,36,C-F,,,,13,5,0,1,0,2,11,6,54.5,,,,4,1,25.0,0,0,-,0,5,,OKC,,,,,
4109,03/18/2011,,,Cunningham,Dante,CHA,,,@,L,,,,,,,,Dante Cunningham,,18,F,,,,10,0,0,0,0,0,6,5,83.3,,,,1,0,0.0,0,0,-,3,4,,OKC,,,,,
4110,03/18/2011,,,Collison,Nick,OKC,,,vs.,W,,,,,,,,Nick Collison,,17,F-C,,,,0,3,0,0,0,2,1,0,0.0,,,,0,0,-,0,0,-,1,1,,CHA,,,,,
4111,03/18/2011,,,Ibaka,Serge,OKC,,,vs.,W,,,,,,,,Serge Ibaka,,34,F,,,,12,1,0,0,5,2,8,5,62.5,,,,0,0,-,4,2,50.0,2,11,,CHA,,,,,
4112,03/18/2011,,,Livingston,Shaun,CHA,,,@,L,,,,,,,,Shaun Livingston,,14,G,,,,4,1,2,0,0,0,5,2,40.0,,,,0,0,-,0,0,-,1,1,,OKC,,,,,
4113,03/18/2011,,,Jackson,Stephen,CHA,,,@,L,,,,,,,,Stephen Jackson,,37,,,,,18,2,5,1,0,3,18,5,27.8,,,,9,4,44.4,4,4,100,1,3,,OKC,,,,,
4114,03/18/2011,,,Aldrich,Cole,OKC,,,vs.,W,,,,,,,,Cole Aldrich,,1,C,,,,0,0,0,0,0,0,0,0,-,,,,0,0,-,0,0,-,0,0,,CHA,,,,,
4115,03/18/2011,,,Perkins,Kendrick,OKC,,,vs.,W,,,,,,,,Kendrick Perkins,,27,C,,,,3,1,3,1,2,3,1,1,100,,,,0,0,-,2,1,50.0,1,8,,CHA,,,,,
4116,03/18/2011,,,Harden,James,OKC,,,vs.,W,,,,,,,,James Harden,,29,G,,,,21,3,3,0,0,3,13,8,61.5,,,,7,3,42.9,3,2,66.7,1,2,,CHA,,,,,
4117,03/18/2011,,,Carroll,Matt,CHA,,,@,L,,,,,,,,Matt Carroll,,5,,,,,2,0,0,0,0,0,1,1,100,,,,0,0,-,0,0,-,0,1,,OKC,,,,,
4118,03/18/2011,,,Cook,Daequan,OKC,,,vs.,W,,,,,,,,Daequan Cook,,10,G,,,,3,0,0,1,0,3,3,1,33.3,,,,3,1,33.3,0,0,-,1,1,,CHA,,,,,
4119,03/18/2011,,,Mohammed,Nazr,OKC,,,vs.,W,,,,,,,,Nazr Mohammed,,14,C,,,,4,0,1,2,1,2,4,2,50.0,,,,0,0,-,2,0,0.0,0,3,,CHA,,,,,
4120,03/18/2011,,,Evans,Maurice,WAS,,,@,L,,,,,,,,Maurice Evans,,29,G-F,,,,15,0,1,3,1,1,7,4,57.1,,,,4,1,25.0,6,6,100,2,4,,TOR,,,,,
4121,03/18/2011,,,Wall,John,WAS,,,@,L,,,,,,,,John Wall,,42,G,,,,21,7,2,0,0,4,14,5,35.7,,,,1,1,100,12,10,83.3,0,2,,TOR,,,,,
4122,03/18/2011,,,DeRozan,DeMar,TOR,,,vs.,W,,,,,,,,DeMar DeRozan,,37,G-F,,,,30,1,1,2,0,3,15,11,73.3,,,,1,0,0.0,9,8,88.9,1,2,,WAS,,,,,
4123,03/18/2011,,,Barbosa,Leandro,TOR,,,vs.,W,,,,,,,,Leandro Barbosa,,18,G,,,,15,1,1,0,0,3,11,4,36.4,,,,5,3,60.0,5,4,80.0,0,2,,WAS,,,,,
4124,03/18/2011,,,Davis,Ed,TOR,,,vs.,W,,,,,,,,Ed Davis,,13,C-F,,,,2,0,0,0,0,2,5,1,20.0,,,,0,0,-,0,0,-,3,1,,WAS,,,,,
4125,03/18/2011,,,Jeffers,Othyus,WAS,,,@,L,,,,,,,,Othyus Jeffers,,11,G-F,,,,0,0,1,0,0,1,2,0,0.0,,,,0,0,-,0,0,-,1,4,,TOR,,,,,
4126,03/18/2011,,,Calderon,Jose,TOR,,,vs.,W,,,,,,,,Jose Calderon,,34,G,,,,17,6,2,2,0,4,12,7,58.3,,,,4,2,50.0,1,1,100,1,3,,WAS,,,,,
4127,03/18/2011,,,Crawford,Jordan,WAS,,,@,L,,,,,,,,Jordan Crawford,,42,G,,,,25,3,5,1,0,2,27,12,44.4,,,,5,0,0.0,2,1,50.0,1,1,,TOR,,,,,
4128,03/18/2011,,,Evans,Reggie,TOR,,,vs.,W,,,,,,,,Reggie Evans,,27,C-F,,,,7,3,1,1,0,2,2,1,50.0,,,,0,0,-,8,5,62.5,6,9,,WAS,,,,,
4129,03/18/2011,,,Booker,Trevor,WAS,,,@,L,,,,,,,,Trevor Booker,,36,F,,,,26,3,0,2,1,6,15,12,80.0,,,,0,0,-,2,2,100,5,8,,TOR,,,,,
4130,03/18/2011,,,Johnson,Amir,TOR,,,vs.,W,,,,,,,,Amir Johnson,,15,C-F,,,,4,0,2,1,0,1,2,2,100,,,,0,0,-,0,0,-,0,1,,WAS,,,,,
4131,03/18/2011,,,Ndiaye,Hamady,WAS,,,@,L,,,,,,,,Hamady Ndiaye,,12,,,,,0,0,0,1,2,3,1,0,0.0,,,,0,0,-,0,0,-,1,1,,TOR,,,,,
4132,03/18/2011,,,Seraphin,Kevin,WAS,,,@,L,,,,,,,,Kevin Seraphin,,5,F-C,,,,0,0,2,0,0,3,0,0,-,,,,0,0,-,2,0,0.0,0,0,,TOR,,,,,
4133,03/18/2011,,,Johnson,James,TOR,,,vs.,W,,,,,,,,James Johnson,,29,F,,,,6,5,2,1,3,2,7,3,42.9,,,,2,0,0.0,0,0,-,0,5,,WAS,,,,,
4134,03/18/2011,,,McGee,JaVale,WAS,,,@,L,,,,,,,,JaVale McGee,,29,C-F,,,,11,2,1,1,4,5,10,4,40.0,,,,0,0,-,6,3,50.0,7,5,,TOR,,,,,
4135,03/18/2011,,,Weems,Sonny,TOR,,,vs.,W,,,,,,,,Sonny Weems,,12,,,,,0,3,2,0,0,1,3,0,0.0,,,,1,0,0.0,0,0,-,0,0,,WAS,,,,,
4136,03/18/2011,,,Bayless,Jerryd,TOR,,,vs.,W,,,,,,,,Jerryd Bayless,,14,G,,,,2,2,1,0,0,3,4,1,25.0,,,,2,0,0.0,0,0,-,0,0,,WAS,,,,,
4137,03/18/2011,,,Jianlian,Yi,WAS,,,@,L,,,,,,,,Yi Jianlian,,33,F,,,,9,1,1,0,1,3,10,4,40.0,,,,0,0,-,3,1,33.3,2,2,,TOR,,,,,
4138,03/18/2011,,,Bargnani,Andrea,TOR,,,vs.,W,,,,,,,,Andrea Bargnani,,41,,,,,33,5,3,0,0,3,15,8,53.3,,,,2,2,100,18,15,83.3,2,1,,WAS,,,,,
4139,03/18/2011,,,Taylor,Jermaine,SAC,,,vs.,L,,,,,,,,Jermaine Taylor,,15,,,,,2,0,2,0,0,3,4,1,25.0,,,,1,0,0.0,0,0,-,1,3,,PHI,,,,,
4140,03/18/2011,,,Iguodala,Andre,PHI,,,@,W,,,,,,,,Andre Iguodala,,29,G-F,,,,13,9,5,3,0,1,11,6,54.5,,,,0,0,-,5,1,20.0,1,6,,SAC,,,,,
4141,03/18/2011,,,Jackson,Darnell,SAC,,,vs.,L,,,,,,,,Darnell Jackson,,5,F,,,,3,0,0,0,0,0,2,1,50.0,,,,1,0,0.0,1,1,100,0,0,,PHI,,,,,
4142,03/18/2011,,,Holiday,Jrue,PHI,,,@,W,,,,,,,,Jrue Holiday,,31,G,,,,15,5,0,4,1,1,13,6,46.2,,,,3,2,66.7,1,1,100,1,8,,SAC,,,,,
4143,03/18/2011,,,Williams,Lou,PHI,,,@,W,,,,,,,,Lou Williams,,20,G,,,,14,4,2,2,0,1,10,4,40.0,,,,4,3,75.0,4,3,75.0,0,2,,SAC,,,,,
4144,03/18/2011,,,Thornton,Marcus,SAC,,,vs.,L,,,,,,,,Marcus Thornton,,32,,,,,7,2,6,4,0,0,12,3,25.0,,,,6,0,0.0,2,1,50.0,1,2,,PHI,,,,,
4145,03/18/2011,,,Thompson,Jason,SAC,,,vs.,L,,,,,,,,Jason Thompson,,22,F-C,,,,4,0,2,0,1,1,6,1,16.7,,,,0,0,-,4,2,50.0,4,6,,PHI,,,,,
4146,03/18/2011,,,Greene,Donte,SAC,,,vs.,L,,,,,,,,Donte Greene,,9,F,,,,4,0,0,0,0,0,1,1,100,,,,0,0,-,2,2,100,0,0,,PHI,,,,,
4147,03/18/2011,,,Casspi,Omri,SAC,,,vs.,L,,,,,,,,Omri Casspi,,25,,,,,14,4,0,0,0,1,11,4,36.4,,,,6,2,33.3,8,4,50.0,1,1,,PHI,,,,,
4148,03/18/2011,,,Udrih,Beno,SAC,,,vs.,L,,,,,,,,Beno Udrih,,31,G,,,,13,5,2,1,0,3,13,6,46.2,,,,3,1,33.3,0,0,-,0,2,,PHI,,,,,
4149,03/18/2011,,,Garcia,Francisco,SAC,,,vs.,L,,,,,,,,Francisco Garcia,,22,,,,,6,1,0,0,0,1,6,2,33.3,,,,4,2,50.0,0,0,-,0,1,,PHI,,,,,
4150,03/18/2011,,,Nocioni,Andres,PHI,,,@,W,,,,,,,,Andres Nocioni,,5,,,,,5,0,1,1,1,1,2,2,100,,,,1,1,100,0,0,-,0,2,,SAC,,,,,
4151,03/18/2011,,,Speights,Marreese,PHI,,,@,W,,,,,,,,Marreese Speights,,8,F-C,,,,9,1,0,0,0,2,7,4,57.1,,,,0,0,-,1,1,100,2,0,,SAC,,,,,
4152,03/18/2011,,,Cousins,DeMarcus,SAC,,,vs.,L,,,,,,,,DeMarcus Cousins,,34,C,,,,19,3,4,1,0,3,13,6,46.2,,,,0,0,-,11,7,63.6,5,7,,PHI,,,,,
4153,03/18/2011,,,Hawes,Spencer,PHI,,,@,W,,,,,,,,Spencer Hawes,,26,F-C,,,,6,4,1,0,2,3,7,3,42.9,,,,1,0,0.0,0,0,-,2,4,,SAC,,,,,
4154,03/18/2011,,,Battie,Tony,PHI,,,@,W,,,,,,,,Tony Battie,,9,C,,,,6,0,1,0,0,3,6,3,50.0,,,,0,0,-,0,0,-,1,3,,SAC,,,,,
4155,03/18/2011,,,Brand,Elton,PHI,,,@,W,,,,,,,,Elton Brand,,26,F,,,,10,1,1,1,1,1,11,5,45.5,,,,0,0,-,0,0,-,2,4,,SAC,,,,,
4156,03/18/2011,,,Dalembert,Samuel,SAC,,,vs.,L,,,,,,,,Samuel Dalembert,,29,,,,,6,0,5,0,1,2,10,3,30.0,,,,0,0,-,0,0,-,2,11,,PHI,,,,,
4157,03/18/2011,,,Jeter,Pooh,SAC,,,vs.,L,,,,,,,,Pooh Jeter,,17,G,,,,2,2,0,0,0,1,6,1,16.7,,,,1,0,0.0,0,0,-,0,4,,PHI,,,,,
4158,03/18/2011,,,Turner,Evan,PHI,,,@,W,,,,,,,,Evan Turner,,24,G-F,,,,8,3,1,1,0,4,8,4,50.0,,,,0,0,-,0,0,-,1,2,,SAC,,,,,
4159,03/18/2011,,,Kapono,Jason,PHI,,,@,W,,,,,,,,Jason Kapono,,4,,,,,0,0,0,0,0,0,1,0,0.0,,,,1,0,0.0,0,0,-,0,0,,SAC,,,,,
4160,03/18/2011,,,Meeks,Jodie,PHI,,,@,W,,,,,,,,Jodie Meeks,,35,G,,,,7,2,0,2,0,1,11,3,27.3,,,,6,1,16.7,0,0,-,1,5,,SAC,,,,,
4161,03/18/2011,,,Young,Thaddeus,PHI,,,@,W,,,,,,,,Thaddeus Young,,23,F,,,,9,1,2,2,0,1,12,4,33.3,,,,0,0,-,1,1,100,5,5,,SAC,,,,,
4162,03/18/2011,,,Mahinmi,Ian,DAL,,,vs.,L,,,,,,,,Ian Mahinmi,,5,C,,,,0,0,0,0,0,1,0,0,-,,,,0,0,-,0,0,-,0,1,,SAS,,,,,
4163,03/18/2011,,,Kidd,Jason,DAL,,,vs.,L,,,,,,,,Jason Kidd,,37,G,,,,7,9,3,1,0,1,7,3,42.9,,,,4,1,25.0,0,0,-,0,5,,SAS,,,,,
4164,03/18/2011,,,Chandler,Tyson,DAL,,,vs.,L,,,,,,,,Tyson Chandler,,22,C,,,,3,1,1,0,1,6,1,1,100,,,,0,0,-,2,1,50.0,4,1,,SAS,,,,,
4165,03/18/2011,,,Blair,DeJuan,SAS,,,@,W,,,,,,,,DeJuan Blair,,14,,,,,2,1,1,1,1,2,4,1,25.0,,,,0,0,-,0,0,-,3,1,,DAL,,,,,
4166,03/18/2011,,,Terry,Jason,DAL,,,vs.,L,,,,,,,,Jason Terry,,35,G,,,,19,5,4,1,2,3,14,5,35.7,,,,6,3,50.0,6,6,100,0,5,,SAS,,,,,
4167,03/18/2011,,,Barea,J.J.,DAL,,,vs.,L,,,,,,,,J.J. Barea,,25,G,,,,13,0,3,0,0,0,9,5,55.6,,,,3,1,33.3,2,2,100,0,2,,SAS,,,,,
4168,03/18/2011,,,Nowitzki,Dirk,DAL,,,vs.,L,,,,,,,,Dirk Nowitzki,,38,F,,,,23,3,1,0,0,3,16,10,62.5,,,,2,0,0.0,3,3,100,1,8,,SAS,,,,,
4169,03/18/2011,,,Parker,Tony,SAS,,,@,W,,,,,,,,Tony Parker,,39,G,,,,33,3,2,1,0,4,22,14,63.6,,,,2,1,50.0,5,4,80.0,0,4,,DAL,,,,,
4170,03/18/2011,,,Anderson,James,SAS,,,@,W,,,,,,,,James Anderson,,0,G-F,,,,0,0,0,0,0,0,0,0,-,,,,0,0,-,0,0,-,0,0,,DAL,,,,,
4171,03/18/2011,,,Hill,George,SAS,,,@,W,,,,,,,,George Hill,,27,G,,,,4,3,1,1,0,3,9,2,22.2,,,,2,0,0.0,0,0,-,0,4,,DAL,,,,,
4172,03/18/2011,,,Cardinal,Brian,DAL,,,vs.,L,,,,,,,,Brian Cardinal,,4,F,,,,0,0,0,0,0,0,0,0,-,,,,0,0,-,0,0,-,0,2,,SAS,,,,,
4173,03/18/2011,,,Bonner,Matt,SAS,,,@,W,,,,,,,,Matt Bonner,,19,C-F,,,,0,0,1,0,0,3,4,0,0.0,,,,1,0,0.0,0,0,-,3,3,,DAL,,,,,
4174,03/18/2011,,,Beaubois,Rodrigue,DAL,,,vs.,L,,,,,,,,Rodrigue Beaubois,,29,G,,,,8,1,3,0,0,4,11,4,36.4,,,,4,0,0.0,0,0,-,0,3,,SAS,,,,,
4175,03/18/2011,,,Duncan,Tim,SAS,,,@,W,,,,,,,,Tim Duncan,,32,C-F,,,,22,0,2,2,3,1,13,8,61.5,,,,0,0,-,6,6,100,2,6,,DAL,,,,,
4176,03/18/2011,,,Jefferson,Richard,SAS,,,@,W,,,,,,,,Richard Jefferson,,19,F,,,,3,0,1,2,0,2,3,1,33.3,,,,1,1,100,0,0,-,0,1,,DAL,,,,,
4177,03/18/2011,,,Haywood,Brendan,DAL,,,vs.,L,,,,,,,,Brendan Haywood,,19,C,,,,2,0,1,0,2,2,3,1,33.3,,,,0,0,-,2,0,0.0,1,2,,SAS,,,,,
4178,03/18/2011,,,McDyess,Antonio,SAS,,,@,W,,,,,,,,Antonio McDyess,,29,F-C,,,,0,2,1,3,1,5,3,0,0.0,,,,0,0,-,0,0,-,1,5,,DAL,,,,,
4179,03/18/2011,,,Marion,Shawn,DAL,,,vs.,L,,,,,,,,Shawn Marion,,14,G-F,,,,13,1,2,0,0,0,8,6,75.0,,,,0,0,-,2,1,50.0,1,4,,SAS,,,,,
4180,03/18/2011,,,Ginobili,Manu,SAS,,,@,W,,,,,,,,Manu Ginobili,,33,G,,,,25,5,2,3,1,2,16,7,43.8,,,,5,3,60.0,8,8,100,0,2,,DAL,,,,,
4181,03/18/2011,,,Neal,Gary,SAS,,,@,W,,,,,,,,Gary Neal,,28,,,,,8,1,0,1,0,0,9,3,33.3,,,,6,2,33.3,0,0,-,0,1,,DAL,,,,,
4182,03/18/2011,,,Stevenson,DeShawn,DAL,,,vs.,L,,,,,,,,DeShawn Stevenson,,13,F-G,,,,3,0,1,1,0,1,4,1,25.0,,,,4,1,25.0,0,0,-,0,1,,SAS,,,,,
4183,03/18/2011,,,Gaines,Sundiata,NJN,,,@,L,,,,,,,,Sundiata Gaines,,12,G,,,,3,2,1,1,0,0,4,1,25.0,,,,3,1,33.3,0,0,-,2,0,,MIL,,,,,
4184,03/18/2011,,,Dooling,Keyon,MIL,,,vs.,W,,,,,,,,Keyon Dooling,,14,G,,,,8,0,1,0,0,0,5,3,60.0,,,,1,0,0.0,2,2,100,0,1,,NJN,,,,,
4185,03/18/2011,,,Bogut,Andrew,MIL,,,vs.,W,,,,,,,,Andrew Bogut,,35,C,,,,13,0,3,0,4,4,12,6,50.0,,,,0,0,-,1,1,100,1,6,,NJN,,,,,
4186,03/18/2011,,,Petro,Johan,NJN,,,@,L,,,,,,,,Johan Petro,,11,C,,,,4,1,3,0,1,3,3,2,66.7,,,,0,0,-,0,0,-,0,0,,MIL,,,,,
4187,03/18/2011,,,Delfino,Carlos,MIL,,,vs.,W,,,,,,,,Carlos Delfino,,44,G-F,,,,26,3,1,3,0,0,13,9,69.2,,,,11,8,72.7,0,0,-,0,8,,NJN,,,,,
4188,03/18/2011,,,Morrow,Anthony,NJN,,,@,L,,,,,,,,Anthony Morrow,,28,G,,,,9,1,0,0,0,2,5,3,60.0,,,,2,0,0.0,5,3,60.0,0,1,,MIL,,,,,
4189,03/18/2011,,,Mbah,Luc,MIL,,,vs.,W,,,,,,,,Luc Mbah a Moute,,33,,,,,15,1,0,1,0,2,10,7,70.0,,,,0,0,-,2,1,50.0,2,3,,NJN,,,,,
4190,03/18/2011,,,Outlaw,Travis,NJN,,,@,L,,,,,,,,Travis Outlaw,,16,F,,,,7,1,0,0,3,1,4,2,50.0,,,,2,1,50.0,2,2,100,1,1,,MIL,,,,,
4191,03/18/2011,,,Williams,Deron,NJN,,,@,L,,,,,,,,Deron Williams,,36,G,,,,18,9,5,1,0,2,13,4,30.8,,,,6,2,33.3,9,8,88.9,1,3,,MIL,,,,,
4192,03/18/2011,,,James,Damion,NJN,,,@,L,,,,,,,,Damion James,,22,F,,,,2,2,1,0,1,1,5,1,20.0,,,,0,0,-,0,0,-,1,1,,MIL,,,,,
4193,03/18/2011,,,Graham,Stephen,NJN,,,@,L,,,,,,,,Stephen Graham,,1,G-F,,,,0,0,0,0,0,0,0,0,-,,,,0,0,-,0,0,-,0,0,,MIL,,,,,
4194,03/18/2011,,,Lopez,Brook,NJN,,,@,L,,,,,,,,Brook Lopez,,37,C,,,,25,1,0,0,1,0,21,11,52.4,,,,0,0,-,4,3,75.0,1,3,,MIL,,,,,
4195,03/18/2011,,,Vujacic,Sasha,NJN,,,@,L,,,,,,,,Sasha Vujacic,,25,G,,,,8,3,0,0,0,1,9,3,33.3,,,,4,1,25.0,2,1,50.0,1,2,,MIL,,,,,
4196,03/18/2011,,,Sanders,Larry,MIL,,,vs.,W,,,,,,,,Larry Sanders,,11,,,,,2,1,1,1,0,1,5,1,20.0,,,,0,0,-,0,0,-,1,2,,NJN,,,,,
4197,03/18/2011,,,Salmons,John,MIL,,,vs.,W,,,,,,,,John Salmons,,38,,,,,25,7,2,0,1,4,16,11,68.8,,,,3,2,66.7,1,1,100,0,5,,NJN,,,,,
4198,03/18/2011,,,Brockman,Jon,MIL,,,vs.,W,,,,,,,,Jon Brockman,,17,F,,,,2,1,0,0,0,3,3,1,33.3,,,,0,0,-,0,0,-,0,3,,NJN,,,,,
4199,03/18/2011,,,Farmar,Jordan,NJN,,,@,L,,,,,,,,Jordan Farmar,,18,,,,,9,3,0,0,0,1,8,3,37.5,,,,6,3,50.0,0,0,-,0,5,,MIL,,,,,
4200,03/18/2011,,,Humphries,Kris,NJN,,,@,L,,,,,,,,Kris Humphries,,33,F,,,,10,3,1,2,1,3,7,5,71.4,,,,0,0,-,2,0,0.0,1,10,,MIL,,,,,
4201,03/18/2011,,,Wright,Brandan,NJN,,,@,L,,,,,,,,Brandan Wright,,1,,,,,0,0,0,0,0,0,0,0,-,,,,0,0,-,0,0,-,0,0,,MIL,,,,,
4202,03/18/2011,,,Boykins,Earl,MIL,,,vs.,W,,,,,,,,Earl Boykins,,5,G,,,,3,2,0,0,0,0,3,1,33.3,,,,0,0,-,1,1,100,0,0,,NJN,,,,,
4203,03/18/2011,,,Jennings,Brandon,MIL,,,vs.,W,,,,,,,,Brandon Jennings,,43,G,,,,16,10,1,0,1,4,14,7,50.0,,,,2,0,0.0,2,2,100,1,3,,NJN,,,,,
4204,03/18/2011,,,House,Eddie,MIA,,,@,W,,,,,,,,Eddie House,,8,G,,,,0,1,1,0,0,1,4,0,0.0,,,,1,0,0.0,0,0,-,0,0,,ATL,,,,,
4205,03/18/2011,,,Bosh,Chris,MIA,,,@,W,,,,,,,,Chris Bosh,,32,F,,,,17,4,1,0,0,3,8,5,62.5,,,,0,0,-,11,7,63.6,1,9,,ATL,,,,,
4206,03/18/2011,,,Jones,James,MIA,,,@,W,,,,,,,,James Jones,,21,G-F,,,,9,1,0,0,1,0,5,3,60.0,,,,4,2,50.0,1,1,100,0,3,,ATL,,,,,
4207,03/18/2011,,,Smith,Josh,ATL,,,vs.,L,,,,,,,,Josh Smith,,27,,,,,10,3,1,0,0,2,12,4,33.3,,,,1,0,0.0,2,2,100,0,3,,MIA,,,,,
4208,03/18/2011,,,Bibby,Mike,MIA,,,@,W,,,,,,,,Mike Bibby,,25,G,,,,2,6,1,0,0,2,5,1,20.0,,,,2,0,0.0,0,0,-,0,4,,ATL,,,,,
4209,03/18/2011,,,Collins,Jason,ATL,,,vs.,L,,,,,,,,Jason Collins,,12,C,,,,0,0,0,1,0,4,1,0,0.0,,,,0,0,-,0,0,-,0,1,,MIA,,,,,
4210,03/18/2011,,,Horford,Al,ATL,,,vs.,L,,,,,,,,Al Horford,,29,C-F,,,,11,1,0,0,0,1,9,5,55.6,,,,0,0,-,2,1,50.0,1,2,,MIA,,,,,
4211,03/18/2011,,,Hinrich,Kirk,ATL,,,vs.,L,,,,,,,,Kirk Hinrich,,25,G,,,,5,3,0,1,0,0,7,2,28.6,,,,4,1,25.0,1,0,0.0,1,0,,MIA,,,,,
4212,03/18/2011,,,Howard,Juwan,MIA,,,@,W,,,,,,,,Juwan Howard,,8,F,,,,3,0,0,0,0,1,5,1,20.0,,,,0,0,-,2,1,50.0,1,1,,ATL,,,,,
4213,03/18/2011,,,Johnson,Joe,ATL,,,vs.,L,,,,,,,,Joe Johnson,,28,G-F,,,,9,3,2,1,0,1,8,4,50.0,,,,1,0,0.0,3,1,33.3,0,5,,MIA,,,,,
4214,03/18/2011,,,Dampier,Erick,MIA,,,@,W,,,,,,,,Erick Dampier,,16,C,,,,4,0,1,0,1,2,3,2,66.7,,,,0,0,-,0,0,-,1,6,,ATL,,,,,
4215,03/18/2011,,,Miller,Mike,MIA,,,@,W,,,,,,,,Mike Miller,,24,G-F,,,,4,4,4,0,0,1,2,1,50.0,,,,2,1,50.0,1,1,100,2,2,,ATL,,,,,
4216,03/18/2011,,,Wade,Dwyane,MIA,,,@,W,,,,,,,,Dwyane Wade,,27,G,,,,14,5,2,1,0,3,9,5,55.6,,,,4,3,75.0,2,1,50.0,0,2,,ATL,,,,,
4217,03/18/2011,,,Williams,Marvin,ATL,,,vs.,L,,,,,,,,Marvin Williams,,26,F,,,,15,0,0,0,1,2,17,7,41.2,,,,0,0,-,3,1,33.3,1,2,,MIA,,,,,
4218,03/18/2011,,,James,LeBron,MIA,,,@,W,,,,,,,,LeBron James,,31,F,,,,43,3,4,0,0,2,21,16,76.2,,,,7,5,71.4,7,6,85.7,0,2,,ATL,,,,,
4219,03/18/2011,,,Teague,Jeff,ATL,,,vs.,L,,,,,,,,Jeff Teague,,17,G,,,,13,6,0,1,0,0,9,5,55.6,,,,2,1,50.0,2,2,100,0,1,,MIA,,,,,
4220,03/18/2011,,,Chalmers,Mario,MIA,,,@,W,,,,,,,,Mario Chalmers,,17,G,,,,0,4,2,1,0,2,3,0,0.0,,,,2,0,0.0,0,0,-,0,3,,ATL,,,,,
4221,03/18/2011,,,Armstrong,Hilton,ATL,,,vs.,L,,,,,,,,Hilton Armstrong,,8,F-C,,,,2,2,0,1,0,1,1,1,100,,,,0,0,-,2,0,0.0,1,2,,MIA,,,,,
4222,03/18/2011,,,Magloire,Jamaal,MIA,,,@,W,,,,,,,,Jamaal Magloire,,17,C,,,,4,0,0,0,0,2,2,2,100,,,,0,0,-,0,0,-,2,7,,ATL,,,,,
4223,03/18/2011,,,Wilkins,Damien,ATL,,,vs.,L,,,,,,,,Damien Wilkins,,22,,,,,14,2,1,3,0,2,8,6,75.0,,,,1,1,100,3,1,33.3,0,1,,MIA,,,,,
4224,03/18/2011,,,Pachulia,Zaza,ATL,,,vs.,L,,,,,,,,Zaza Pachulia,,23,C,,,,6,0,0,0,1,4,3,1,33.3,,,,0,0,-,4,4,100,0,5,,MIA,,,,,
