,gmDate,gmTime,seasTyp,playLNm,playFNm,teamAbbr,teamConf,teamDiv,teamLoc,teamRslt,teamDayOff,offLNm1,offFNm1,offLNm2,offFNm2,offLNm3,offFNm3,playDispNm,playStat,playMin,playPos,playHeight,playWeight,playBDate,playPTS,playAST,playTO,playSTL,playBLK,playPF,playFGA,playFGM,playFG%,play2PA,play2PM,play2P%,play3PA,play3PM,play3P%,playFTA,playFTM,playFT%,playORB,playDRB,playTRB,opptAbbr,opptConf,opptDiv,opptLoc,opptRslt,opptDayOff
10,04/13/2011,,,Williams,Marvin,ATL,,,@,L,,,,,,,,Marvin Williams,,18,F,,,,3,2,0,0,0,0,6,1,16.7,,,,0,0,-,2,1,50.0,2,0,,CHA,,,,,
11,04/13/2011,,,Diaw,Boris,CHA,,,vs.,W,,,,,,,,Boris Diaw,,43,C-F,,,,7,9,2,1,3,1,10,3,30.0,,,,3,1,33.3,0,0,-,1,3,,ATL,,,,,
12,04/13/2011,,,Carroll,Matt,CHA,,,vs.,W,,,,,,,,Matt Carroll,,12,,,,,4,0,0,0,0,1,5,2,40.0,,,,0,0,-,0,0,-,0,1,,ATL,,,,,
13,04/13/2011,,,White,DJ,CHA,,,vs.,W,,,,,,,,DJ White,,20,F,,,,12,1,1,0,1,3,10,6,60.0,,,,0,0,-,0,0,-,2,3,,ATL,,,,,
14,04/13/2011,,,Crawford,Jamal,ATL,,,@,L,,,,,,,,Jamal Crawford,,19,G,,,,14,2,1,0,0,0,10,6,60.0,,,,2,0,0.0,3,2,66.7,1,0,,CHA,,,,,
15,04/13/2011,,,Hinrich,Kirk,ATL,,,@,L,,,,,,,,Kirk Hinrich,,21,G,,,,10,2,2,0,1,1,10,5,50.0,,,,1,0,0.0,0,0,-,0,1,,CHA,,,,,
16,04/13/2011,,,Henderson,Gerald,CHA,,,vs.,W,,,,,,,,Gerald Henderson,,37,G,,,,20,6,0,4,1,2,17,9,52.9,,,,2,0,0.0,2,2,100,1,5,,ATL,,,,,
17,04/13/2011,,,Sy,Pape,ATL,,,@,L,,,,,,,,Pape Sy,,9,F-G,,,,0,2,1,0,0,0,1,0,0.0,,,,1,0,0.0,0,0,-,1,1,,CHA,,,,,
18,04/13/2011,,,Smith,Josh,ATL,,,@,L,,,,,,,,Josh Smith,,10,,,,,4,0,1,0,0,0,3,2,66.7,,,,0,0,-,0,0,-,0,1,,CHA,,,,,
19,04/13/2011,,,Wilkins,Damien,ATL,,,@,L,,,,,,,,Damien Wilkins,,34,,,,,14,1,1,2,0,3,10,5,50.0,,,,0,0,-,4,4,100,0,4,,CHA,,,,,
20,04/13/2011,,,Brown,Kwame,CHA,,,vs.,W,,,,,,,,Kwame Brown,,33,C,,,,11,0,0,0,1,2,5,4,80.0,,,,0,0,-,6,3,50.0,2,6,,ATL,,,,,
21,04/13/2011,,,Perkins,Kendrick,OKC,,,vs.,L,,,,,,,,Kendrick Perkins,,21,C,,,,2,0,3,0,1,1,3,1,33.3,,,,0,0,-,0,0,-,1,6,,MIL,,,,,
22,04/13/2011,,,Sefolosha,Thabo,OKC,,,vs.,L,,,,,,,,Thabo Sefolosha,,21,F-G,,,,7,3,0,0,0,0,4,3,75.0,,,,1,1,100,0,0,-,0,3,,MIL,,,,,
23,04/13/2011,,,Mohammed,Nazr,OKC,,,vs.,L,,,,,,,,Nazr Mohammed,,32,C,,,,12,0,4,2,1,2,11,5,45.5,,,,0,0,-,4,2,50.0,3,7,,MIL,,,,,
24,04/13/2011,,,Sanders,Larry,MIL,,,@,W,,,,,,,,Larry Sanders,,28,,,,,10,0,3,1,2,1,9,5,55.6,,,,0,0,-,0,0,-,4,4,,OKC,,,,,
25,04/13/2011,,,Cook,Daequan,OKC,,,vs.,L,,,,,,,,Daequan Cook,,29,G,,,,11,3,1,1,0,2,6,4,66.7,,,,4,3,75.0,0,0,-,1,2,,MIL,,,,,
26,04/13/2011,,,Westbrook,Russell,OKC,,,vs.,L,,,,,,,,Russell Westbrook,,21,G,,,,20,5,4,3,0,1,9,7,77.8,,,,1,0,0.0,6,6,100,1,2,,MIL,,,,,
27,04/13/2011,,,Gooden,Drew,MIL,,,@,W,,,,,,,,Drew Gooden,,22,F,,,,10,0,1,0,0,2,13,4,30.8,,,,1,0,0.0,2,2,100,0,2,,OKC,,,,,
28,04/13/2011,,,Dooling,Keyon,MIL,,,@,W,,,,,,,,Keyon Dooling,,9,G,,,,0,2,0,0,0,1,3,0,0.0,,,,1,0,0.0,0,0,-,0,0,,OKC,,,,,
29,04/13/2011,,,Ilyasova,Ersan,MIL,,,@,W,,,,,,,,Ersan Ilyasova,,34,F,,,,14,0,0,2,2,2,8,5,62.5,,,,2,1,50.0,3,3,100,2,7,,OKC,,,,,
30,04/13/2011,,,Redd,Michael,MIL,,,@,W,,,,,,,,Michael Redd,,29,G,,,,11,2,1,0,0,0,10,5,50.0,,,,3,1,33.3,0,0,-,0,3,,OKC,,,,,
31,04/13/2011,,,Delfino,Carlos,MIL,,,@,W,,,,,,,,Carlos Delfino,,26,G-F,,,,10,2,1,1,1,1,9,4,44.4,,,,5,2,40.0,0,0,-,0,1,,OKC,,,,,
32,04/13/2011,,,Harden,James,OKC,,,vs.,L,,,,,,,,James Harden,,24,G,,,,12,5,1,0,0,2,12,5,41.7,,,,3,1,33.3,1,1,100,3,3,,MIL,,,,,
33,04/13/2011,,,Mullens,Byron,OKC,,,vs.,L,,,,,,,,Byron Mullens,,29,C,,,,10,0,2,1,0,2,9,4,44.4,,,,0,0,-,4,2,50.0,1,4,,MIL,,,,,
34,04/13/2011,,,Jennings,Brandon,MIL,,,@,W,,,,,,,,Brandon Jennings,,36,G,,,,16,7,3,5,1,4,11,4,36.4,,,,3,1,33.3,8,7,87.5,0,6,,OKC,,,,,
35,04/13/2011,,,Robinson,Nate,OKC,,,vs.,L,,,,,,,,Nate Robinson,,19,,,,,7,4,1,0,0,5,11,2,18.2,,,,5,1,20.0,2,2,100,0,0,,MIL,,,,,
36,04/13/2011,,,Ibaka,Serge,OKC,,,vs.,L,,,,,,,,Serge Ibaka,,24,F,,,,6,1,1,0,3,2,4,3,75.0,,,,0,0,-,0,0,-,2,5,,MIL,,,,,
37,04/13/2011,,,Maynor,Eric,OKC,,,vs.,L,,,,,,,,Eric Maynor,,12,,,,,2,3,2,1,0,1,3,1,33.3,,,,1,0,0.0,0,0,-,0,1,,MIL,,,,,
38,04/13/2011,,,Ivey,Royal,OKC,,,vs.,L,,,,,,,,Royal Ivey,,8,,,,,3,0,0,0,0,2,2,1,50.0,,,,2,1,50.0,0,0,-,0,1,,MIL,,,,,
39,04/13/2011,,,Mbah,Luc,MIL,,,@,W,,,,,,,,Luc Mbah a Moute,,22,,,,,6,1,0,0,0,0,6,2,33.3,,,,0,0,-,4,2,50.0,1,0,,OKC,,,,,
40,04/13/2011,,,Maggette,Corey,MIL,,,@,W,,,,,,,,Corey Maggette,,19,F,,,,12,2,2,1,0,2,5,3,60.0,,,,0,0,-,6,6,100,0,1,,OKC,,,,,
41,04/13/2011,,,Salmons,John,MIL,,,@,W,,,,,,,,John Salmons,,32,,,,,15,3,1,5,0,1,10,6,60.0,,,,1,0,0.0,4,3,75.0,1,2,,OKC,,,,,
42,04/13/2011,,,Durant,Kevin,OKC,,,vs.,L,,,,,,,,Kevin Durant,,23,F,,,,14,2,4,1,2,0,14,6,42.9,,,,3,1,33.3,1,1,100,1,5,,MIL,,,,,
43,04/13/2011,,,Boykins,Earl,MIL,,,@,W,,,,,,,,Earl Boykins,,8,G,,,,6,3,1,0,0,1,4,2,50.0,,,,2,2,100,0,0,-,0,0,,OKC,,,,,
44,04/13/2011,,,Magloire,Jamaal,MIA,,,@,W,,,,,,,,Jamaal Magloire,,29,C,,,,8,0,1,2,0,4,4,3,75.0,,,,0,0,-,4,2,50.0,5,14,,TOR,,,,,
45,04/13/2011,,,Davis,Ed,TOR,,,vs.,L,,,,,,,,Ed Davis,,36,C-F,,,,7,1,4,2,1,2,7,3,42.9,,,,0,0,-,2,1,50.0,4,4,,MIA,,,,,
46,04/13/2011,,,House,Eddie,MIA,,,@,W,,,,,,,,Eddie House,,45,G,,,,35,1,2,0,0,1,27,14,51.9,,,,13,7,53.8,0,0,-,0,0,,TOR,,,,,
47,04/13/2011,,,DeRozan,DeMar,TOR,,,vs.,L,,,,,,,,DeMar DeRozan,,41,G-F,,,,18,3,2,2,1,1,20,8,40.0,,,,2,0,0.0,5,2,40.0,0,4,,MIA,,,,,
48,04/13/2011,,,Howard,Juwan,MIA,,,@,W,,,,,,,,Juwan Howard,,32,F,,,,18,0,1,0,0,2,12,7,58.3,,,,0,0,-,4,4,100,2,4,,TOR,,,,,
49,04/13/2011,,,Bibby,Mike,MIA,,,@,W,,,,,,,,Mike Bibby,,16,G,,,,7,1,4,1,0,0,8,3,37.5,,,,3,1,33.3,0,0,-,0,1,,TOR,,,,,
50,04/13/2011,,,Johnson,James,TOR,,,vs.,L,,,,,,,,James Johnson,,42,F,,,,12,6,1,0,1,3,10,4,40.0,,,,1,0,0.0,7,4,57.1,3,3,,MIA,,,,,
51,04/13/2011,,,Chalmers,Mario,MIA,,,@,W,,,,,,,,Mario Chalmers,,32,G,,,,5,13,4,2,1,0,6,2,33.3,,,,4,1,25.0,0,0,-,0,2,,TOR,,,,,
52,04/13/2011,,,Pittman,Dexter,MIA,,,@,W,,,,,,,,Dexter Pittman,,9,,,,,2,0,0,0,0,1,2,1,50.0,,,,0,0,-,0,0,-,1,0,,TOR,,,,,
53,04/13/2011,,,Wright,Julian,TOR,,,vs.,L,,,,,,,,Julian Wright,,18,F,,,,6,0,1,0,0,0,5,3,60.0,,,,0,0,-,0,0,-,0,3,,MIA,,,,,
54,04/13/2011,,,Dorsey,Joey,TOR,,,vs.,L,,,,,,,,Joey Dorsey,,32,,,,,7,2,2,4,1,2,4,3,75.0,,,,0,0,-,4,1,25.0,2,5,,MIA,,,,,
55,04/13/2011,,,Anthony,Joel,MIA,,,@,W,,,,,,,,Joel Anthony,,21,C,,,,1,1,0,0,0,3,4,0,0.0,,,,0,0,-,2,1,50.0,2,1,,TOR,,,,,
56,04/13/2011,,,Jones,James,MIA,,,@,W,,,,,,,,James Jones,,36,G-F,,,,12,2,1,1,0,4,11,4,36.4,,,,6,4,66.7,0,0,-,0,4,,TOR,,,,,
57,04/13/2011,,,Alabi,Solomon,TOR,,,vs.,L,,,,,,,,Solomon Alabi,,13,C,,,,0,0,1,0,2,0,2,0,0.0,,,,0,0,-,0,0,-,1,1,,MIA,,,,,
58,04/13/2011,,,Ilgauskas,Zydrunas,MIA,,,@,W,,,,,,,,Zydrunas Ilgauskas,,20,C,,,,9,2,1,0,0,3,7,3,42.9,,,,0,0,-,4,3,75.0,3,1,,TOR,,,,,
59,04/13/2011,,,Bayless,Jerryd,TOR,,,vs.,L,,,,,,,,Jerryd Bayless,,42,G,,,,21,4,5,0,1,2,13,6,46.2,,,,2,0,0.0,10,9,90.0,0,3,,MIA,,,,,
60,04/13/2011,,,Ajinca,Alexis,TOR,,,vs.,L,,,,,,,,Alexis Ajinca,,15,C,,,,8,0,1,0,1,5,3,1,33.3,,,,3,1,33.3,6,5,83.3,0,0,,MIA,,,,,
61,04/13/2011,,,Pekovic,Nikola,MIN,,,vs.,L,,,,,,,,Nikola Pekovic,,12,C,,,,10,1,2,1,0,3,7,3,42.9,,,,0,0,-,5,4,80.0,2,0,,HOU,,,,,
62,04/13/2011,,,Budinger,Chase,HOU,,,@,W,,,,,,,,Chase Budinger,,41,F,,,,35,4,0,2,0,3,21,12,57.1,,,,8,4,50.0,7,7,100,0,6,,MIN,,,,,
63,04/13/2011,,,Tolliver,Anthony,MIN,,,vs.,L,,,,,,,,Anthony Tolliver,,43,,,,,6,0,2,0,1,5,7,3,42.9,,,,1,0,0.0,0,0,-,2,11,,HOU,,,,,
64,04/13/2011,,,Miller,Brad,HOU,,,@,W,,,,,,,,Brad Miller,,20,C-F,,,,10,4,3,0,0,0,8,4,50.0,,,,3,0,0.0,2,2,100,0,5,,MIN,,,,,
65,04/13/2011,,,Randolph,Anthony,MIN,,,vs.,L,,,,,,,,Anthony Randolph,,32,,,,,23,0,3,0,1,3,17,11,64.7,,,,0,0,-,1,1,100,0,4,,HOU,,,,,
66,04/13/2011,,,Dragic,Goran,HOU,,,@,W,,,,,,,,Goran Dragic,,44,G,,,,11,11,2,0,1,1,8,4,50.0,,,,6,3,50.0,2,0,0.0,2,9,,MIN,,,,,
67,04/13/2011,,,Beasley,Michael,MIN,,,vs.,L,,,,,,,,Michael Beasley,,33,,,,,34,2,3,2,0,4,27,13,48.1,,,,6,2,33.3,6,6,100,2,5,,HOU,,,,,
68,04/13/2011,,,Hayward,Lazar,MIN,,,vs.,L,,,,,,,,Lazar Hayward,,10,,,,,3,1,0,2,0,1,4,1,25.0,,,,2,1,50.0,2,0,0.0,1,1,,HOU,,,,,
69,04/13/2011,,,Martin,Kevin,HOU,,,@,W,,,,,,,,Kevin Martin,,34,G,,,,25,2,3,0,0,0,14,6,42.9,,,,6,1,16.7,13,12,92.3,0,5,,MIN,,,,,
70,04/13/2011,,,Hill,Jordan,HOU,,,@,W,,,,,,,,Jordan Hill,,10,F-C,,,,2,0,1,0,0,1,1,1,100,,,,0,0,-,0,0,-,2,1,,MIN,,,,,
71,04/13/2011,,,Patterson,Patrick,HOU,,,@,W,,,,,,,,Patrick Patterson,,31,F,,,,14,3,2,1,1,4,13,7,53.8,,,,0,0,-,2,0,0.0,2,2,,MIN,,,,,
72,04/13/2011,,,Ellington,Wayne,MIN,,,vs.,L,,,,,,,,Wayne Ellington,,9,G,,,,0,0,2,1,0,1,2,0,0.0,,,,0,0,-,0,0,-,0,0,,HOU,,,,,
73,04/13/2011,,,Hayes,Chuck,HOU,,,@,W,,,,,,,,Chuck Hayes,,28,,,,,2,6,2,1,1,4,4,1,25.0,,,,1,0,0.0,2,0,0.0,4,5,,MIN,,,,,
74,04/13/2011,,,Lee,Courtney,HOU,,,@,W,,,,,,,,Courtney Lee,,31,G,,,,22,2,2,1,0,5,15,7,46.7,,,,7,4,57.1,4,4,100,2,3,,MIN,,,,,
75,04/13/2011,,,Webster,Martell,MIN,,,vs.,L,,,,,,,,Martell Webster,,26,F-G,,,,11,3,1,1,0,1,10,3,30.0,,,,2,0,0.0,7,5,71.4,3,2,,HOU,,,,,
76,04/13/2011,,,Johnson,Wesley,MIN,,,vs.,L,,,,,,,,Wesley Johnson,,32,F-G,,,,8,2,2,1,0,2,7,4,57.1,,,,0,0,-,0,0,-,1,4,,HOU,,,,,
77,04/13/2011,,,Ridnour,Luke,MIN,,,vs.,L,,,,,,,,Luke Ridnour,,43,G,,,,7,11,0,1,0,2,11,3,27.3,,,,2,1,50.0,0,0,-,1,3,,HOU,,,,,
78,04/13/2011,,,Bryant,Kobe,LAL,,,@,W,,,,,,,,Kobe Bryant,,38,F-G,,,,36,6,2,1,1,1,24,13,54.2,,,,2,1,50.0,10,9,90.0,2,7,,SAC,,,,,
79,04/13/2011,,,Brown,Shannon,LAL,,,@,W,,,,,,,,Shannon Brown,,16,,,,,15,2,1,1,0,0,11,6,54.5,,,,3,2,66.7,1,1,100,0,1,,SAC,,,,,
80,04/13/2011,,,Udrih,Beno,SAC,,,vs.,L,,,,,,,,Beno Udrih,,34,G,,,,11,6,1,1,0,2,9,4,44.4,,,,1,1,100,2,2,100,1,4,,LAL,,,,,
81,04/13/2011,,,World,Metta,LAL,,,@,W,,,,,,,,Metta World Peace,,47,F,,,,8,3,4,4,1,3,11,2,18.2,,,,5,1,20.0,4,3,75.0,0,5,,SAC,,,,,
82,04/13/2011,,,Cousins,DeMarcus,SAC,,,vs.,L,,,,,,,,DeMarcus Cousins,,14,C,,,,6,2,2,0,1,4,6,3,50.0,,,,0,0,-,0,0,-,1,5,,LAL,,,,,
83,04/13/2011,,,Caracter,Derrick,LAL,,,@,W,,,,,,,,Derrick Caracter,,2,F,,,,0,0,0,0,0,0,1,0,0.0,,,,0,0,-,0,0,-,0,0,,SAC,,,,,
84,04/13/2011,,,Odom,Lamar,LAL,,,@,W,,,,,,,,Lamar Odom,,45,F,,,,22,7,0,0,1,2,16,9,56.3,,,,4,1,25.0,3,3,100,0,8,,SAC,,,,,
85,04/13/2011,,,Garcia,Francisco,SAC,,,vs.,L,,,,,,,,Francisco Garcia,,23,,,,,5,2,0,0,0,2,6,2,33.3,,,,4,1,25.0,0,0,-,0,2,,LAL,,,,,
86,04/13/2011,,,Greene,Donte,SAC,,,vs.,L,,,,,,,,Donte Greene,,13,F,,,,2,0,0,0,0,1,4,1,25.0,,,,2,0,0.0,0,0,-,0,2,,LAL,,,,,
87,04/13/2011,,,Jackson,Darnell,SAC,,,vs.,L,,,,,,,,Darnell Jackson,,1,F,,,,0,0,0,0,0,0,1,0,0.0,,,,1,0,0.0,0,0,-,0,0,,LAL,,,,,
88,04/13/2011,,,Johnson,Trey,LAL,,,@,W,,,,,,,,Trey Johnson,,13,,,,,6,0,0,0,0,1,3,2,66.7,,,,0,0,-,2,2,100,0,0,,SAC,,,,,
89,04/13/2011,,,Dalembert,Samuel,SAC,,,vs.,L,,,,,,,,Samuel Dalembert,,45,,,,,16,1,4,0,2,3,13,8,61.5,,,,0,0,-,2,0,0.0,9,9,,LAL,,,,,
90,04/13/2011,,,Fisher,Derek,LAL,,,@,W,,,,,,,,Derek Fisher,,39,G,,,,11,3,0,1,0,2,9,5,55.6,,,,2,1,50.0,0,0,-,1,4,,SAC,,,,,
91,04/13/2011,,,Casspi,Omri,SAC,,,vs.,L,,,,,,,,Omri Casspi,,4,,,,,0,0,0,0,0,1,1,0,0.0,,,,1,0,0.0,0,0,-,0,0,,LAL,,,,,
92,04/13/2011,,,Evans,Tyreke,SAC,,,vs.,L,,,,,,,,Tyreke Evans,,47,,,,,19,7,4,1,1,2,22,6,27.3,,,,5,1,20.0,8,6,75.0,1,5,,LAL,,,,,
93,04/13/2011,,,Thompson,Jason,SAC,,,vs.,L,,,,,,,,Jason Thompson,,39,F-C,,,,16,2,0,1,2,3,11,7,63.6,,,,1,0,0.0,4,2,50.0,2,6,,LAL,,,,,
94,04/13/2011,,,Smith,Joe,LAL,,,@,W,,,,,,,,Joe Smith,,3,F-C,,,,0,1,0,0,0,2,0,0,-,,,,0,0,-,0,0,-,0,0,,SAC,,,,,
95,04/13/2011,,,Walton,Luke,LAL,,,@,W,,,,,,,,Luke Walton,,14,F,,,,0,2,2,0,0,1,0,0,-,,,,0,0,-,0,0,-,0,2,,SAC,,,,,
96,04/13/2011,,,Gasol,Pau,LAL,,,@,W,,,,,,,,Pau Gasol,,47,C-F,,,,18,6,1,1,1,5,16,8,50.0,,,,0,0,-,2,2,100,1,12,,SAC,,,,,
97,04/13/2011,,,Thornton,Marcus,SAC,,,vs.,L,,,,,,,,Marcus Thornton,,46,,,,,33,4,1,2,0,2,26,14,53.8,,,,9,4,44.4,3,1,33.3,2,4,,LAL,,,,,
98,04/13/2011,,,Nowitzki,Dirk,DAL,,,vs.,W,,,,,,,,Dirk Nowitzki,,32,F,,,,32,2,3,0,0,2,21,10,47.6,,,,3,1,33.3,12,11,91.7,1,5,,NOH,,,,,
99,04/13/2011,,,Belinelli,Marco,NOH,,,@,L,,,,,,,,Marco Belinelli,,21,G,,,,14,0,1,2,0,1,11,5,45.5,,,,8,4,50.0,0,0,-,0,1,,DAL,,,,,
100,04/13/2011,,,Ariza,Trevor,NOH,,,@,L,,,,,,,,Trevor Ariza,,26,F,,,,6,1,3,1,0,3,7,2,28.6,,,,0,0,-,2,2,100,1,5,,DAL,,,,,
101,04/13/2011,,,Pondexter,Quincy,NOH,,,@,L,,,,,,,,Quincy Pondexter,,22,F,,,,10,0,0,1,0,0,7,4,57.1,,,,2,1,50.0,2,1,50.0,1,3,,DAL,,,,,
102,04/13/2011,,,Beaubois,Rodrigue,DAL,,,vs.,W,,,,,,,,Rodrigue Beaubois,,5,G,,,,2,1,0,0,0,3,4,1,25.0,,,,1,0,0.0,0,0,-,0,0,,NOH,,,,,
103,04/13/2011,,,Terry,Jason,DAL,,,vs.,W,,,,,,,,Jason Terry,,24,G,,,,13,2,1,1,0,2,11,4,36.4,,,,8,2,25.0,4,3,75.0,0,1,,NOH,,,,,
104,04/13/2011,,,Jack,Jarrett,NOH,,,@,L,,,,,,,,Jarrett Jack,,29,G,,,,22,7,1,0,1,2,15,8,53.3,,,,1,1,100,6,5,83.3,0,0,,DAL,,,,,
105,04/13/2011,,,Haywood,Brendan,DAL,,,vs.,W,,,,,,,,Brendan Haywood,,26,C,,,,10,1,1,0,0,1,5,5,100,,,,0,0,-,0,0,-,1,6,,NOH,,,,,
106,04/13/2011,,,Paul,Chris,NOH,,,@,L,,,,,,,,Chris Paul,,25,G,,,,7,8,3,1,0,3,9,2,22.2,,,,1,0,0.0,3,3,100,0,1,,DAL,,,,,
107,04/13/2011,,,Brewer,Corey,DAL,,,vs.,W,,,,,,,,Corey Brewer,,12,G-F,,,,11,2,1,1,0,0,4,3,75.0,,,,3,2,66.7,4,3,75.0,0,0,,NOH,,,,,
108,04/13/2011,,,Kidd,Jason,DAL,,,vs.,W,,,,,,,,Jason Kidd,,29,G,,,,12,8,1,4,0,0,6,4,66.7,,,,6,4,66.7,0,0,-,0,3,,NOH,,,,,
109,04/13/2011,,,Chandler,Tyson,DAL,,,vs.,W,,,,,,,,Tyson Chandler,,22,C,,,,6,0,0,0,0,4,2,2,100,,,,0,0,-,3,2,66.7,2,5,,NOH,,,,,
110,04/13/2011,,,Green,Willie,NOH,,,@,L,,,,,,,,Willie Green,,18,G,,,,6,3,1,0,0,1,7,3,42.9,,,,1,0,0.0,0,0,-,0,1,,DAL,,,,,
111,04/13/2011,,,Barea,J.J.,DAL,,,vs.,W,,,,,,,,J.J. Barea,,20,G,,,,14,8,2,0,0,0,6,3,50.0,,,,2,1,50.0,7,7,100,0,5,,NOH,,,,,
112,04/13/2011,,,Stevenson,DeShawn,DAL,,,vs.,W,,,,,,,,DeShawn Stevenson,,19,F-G,,,,6,1,1,0,0,1,3,2,66.7,,,,3,2,66.7,0,0,-,1,0,,NOH,,,,,
113,04/13/2011,,,Landry,Carl,NOH,,,@,L,,,,,,,,Carl Landry,,24,F,,,,10,1,0,0,0,4,8,4,50.0,,,,0,0,-,2,2,100,0,3,,DAL,,,,,
114,04/13/2011,,,Cardinal,Brian,DAL,,,vs.,W,,,,,,,,Brian Cardinal,,19,F,,,,3,3,0,0,1,3,1,1,100,,,,1,1,100,0,0,-,0,3,,NOH,,,,,
115,04/13/2011,,,Mahinmi,Ian,DAL,,,vs.,W,,,,,,,,Ian Mahinmi,,3,C,,,,2,0,1,0,0,0,1,1,100,,,,0,0,-,0,0,-,1,0,,NOH,,,,,
116,04/13/2011,,,Ewing,Patrick,NOH,,,@,L,,,,,,,,Patrick Ewing,,6,F,,,,0,1,1,0,0,0,2,0,0.0,,,,1,0,0.0,0,0,-,0,0,,DAL,,,,,
117,04/13/2011,,,Gray,Aaron,NOH,,,@,L,,,,,,,,Aaron Gray,,18,C,,,,0,1,2,1,0,5,3,0,0.0,,,,0,0,-,0,0,-,1,9,,DAL,,,,,
118,04/13/2011,,,Okafor,Emeka,NOH,,,@,L,,,,,,,,Emeka Okafor,,19,C,,,,6,0,0,1,0,2,3,2,66.7,,,,0,0,-,2,2,100,1,3,,DAL,,,,,
119,04/13/2011,,,Marion,Shawn,DAL,,,vs.,W,,,,,,,,Shawn Marion,,29,G-F,,,,10,4,3,1,0,1,9,4,44.4,,,,1,0,0.0,4,2,50.0,0,8,,NOH,,,,,
120,04/13/2011,,,Smith,Jason,NOH,,,@,L,,,,,,,,Jason Smith,,21,,,,,6,1,1,0,0,3,4,3,75.0,,,,0,0,-,0,0,-,0,3,,DAL,,,,,
121,04/13/2011,,,Mbenga,DJ,NOH,,,@,L,,,,,,,,DJ Mbenga,,11,C,,,,2,0,0,0,0,4,3,1,33.3,,,,0,0,-,0,0,-,1,1,,DAL,,,,,
122,04/13/2011,,,Jefferson,Al,UTA,,,vs.,W,,,,,,,,Al Jefferson,,33,C,,,,17,3,2,0,1,3,15,8,53.3,,,,0,0,-,2,1,50.0,1,9,,DEN,,,,,
123,04/13/2011,,,Harrington,Al,DEN,,,@,L,,,,,,,,Al Harrington,,34,F,,,,15,3,1,1,0,1,14,4,28.6,,,,6,1,16.7,6,6,100,1,5,,UTA,,,,,
124,04/13/2011,,,Hayward,Gordon,UTA,,,vs.,W,,,,,,,,Gordon Hayward,,41,F,,,,34,4,1,1,0,2,17,12,70.6,,,,6,5,83.3,5,5,100,0,3,,DEN,,,,,
125,04/13/2011,,,Chandler,Wilson,DEN,,,@,L,,,,,,,,Wilson Chandler,,41,F,,,,27,3,1,0,1,2,20,10,50.0,,,,3,1,33.3,7,6,85.7,0,6,,UTA,,,,,
126,04/13/2011,,,Evans,Jeremy,UTA,,,vs.,W,,,,,,,,Jeremy Evans,,19,F,,,,7,0,0,1,0,4,3,3,100,,,,0,0,-,2,1,50.0,1,3,,DEN,,,,,
